"year","period","periodName","value","state","quarter","annual","HPI","MHI","RMHI","poverty","population","sp500","log_pop","log_RMHI"
2017,"M12","December",2.9,"UT",4,1,443.31,69789,71490,8.7,3103118,19.42,14.9479179704226,11.1773128587609
2018,"M12","December",2.7,"UT",4,1,485.25,77067,77067,6.9,3161105,-6.24,14.9664322079824,11.2524304523624
1984,"M12","December",5.1,"VA",4,1,124.57,26525,61229,10,5643870,1.4,15.5460805583799,11.0223762124752
1985,"M12","December",5,"VA",4,1,132.33,28429,63446,10,5715153,26.33,15.5586316265062,11.0579444293901
1986,"M12","December",4.5,"VA",4,1,142.44,29715,65176,9.7,5811700,14.62,15.5753836849967,11.0848465819905
1987,"M12","December",3.5,"VA",4,1,160.24,29996,63604,9.9,5932268,2.03,15.5959171599113,11.0604316404323
1988,"M12","December",3.6,"VA",4,1,177.92,32648,66814,10.8,6036909,12.4,15.6134026839528,11.1096679184041
1989,"M12","December",3.8,"VA",4,1,189.02,34118,66897,10.9,6120246,27.25,15.6271128497591,11.1109094020615
1990,"M12","December",5.4,"VA",4,1,186.52,35073,65538,11.1,6216884,-6.56,15.6427793745604,11.0903854060716
1991,"M12","December",6.1,"VA",4,1,190.39,36137,65156,9.9,6301217,26.31,15.6562533473091,11.0845396734775
1992,"M12","December",5.6,"VA",4,1,192.9,38198,67201,9.5,6414307,4.46,15.6740415221372,11.1154434073529
1993,"M12","December",4.6,"VA",4,1,195.01,36433,62519,9.7,6509630,7.06,15.6887931769321,11.0432257895259
1994,"M12","December",4.1,"VA",4,1,194.72,37647,63281,10.7,6593139,-1.54,15.70154012084,11.055340405098
1995,"M12","December",4.2,"VA",4,1,199.85,36222,59454,10.2,6670693,34.11,15.7132343105458,10.992958183287
1996,"M12","December",4.1,"VA",4,1,202.41,39211,62690,12.3,6750884,20.26,15.7251840172368,11.045957224268
1997,"M12","December",2.8,"VA",4,1,208.6,42957,67226,12.7,6829183,31.01,15.7367156050655,11.1158153564448
1998,"M12","December",2.4,"VA",4,1,214.86,43354,66941,8.8,6900918,26.67,15.7471650041962,11.1115669134049
1999,"M12","December",2.4,"VA",4,1,226.26,45693,69081,7.9,7000174,19.53,15.7614455638535,11.1430350081257
2000,"M12","December",1.8,"VA",4,1,242.97,47163,68964,8.3,7105817,-10.14,15.7764243023466,11.1413399082957
2001,"M12","December",3.9,"VA",4,1,264.07,50241,71431,8,7198362,-13.04,15.7893640581042,11.176487227771
2002,"M12","December",4,"VA",4,1,287.76,49631,69468,9.9,7286873,-23.37,15.8015850682036,11.148621493867
2003,"M12","December",3.6,"VA",4,1,316.34,54783,74977,10,7366977,26.38,15.8125180036294,11.2249366788199
2004,"M12","December",3.5,"VA",4,1,370.67,51141,68151,9.4,7475575,8.99,15.8271515973595,11.1294811105313
2005,"M12","December",3.1,"VA",4,1,438.81,51914,66915,9.2,7577105,3,15.8406417585448,11.1111784362305
2006,"M12","December",2.8,"VA",4,1,466.37,57119,71312,8.6,7673725,13.62,15.8533127138589,11.1748198951863
2007,"M12","December",3.3,"VA",4,1,462.56,59161,71824,8.6,7751000,3.53,15.8633324252636,11.1819739610217
2008,"M12","December",4.9,"VA",4,1,431.17,61985,72469,10.3,7833496,-38.49,15.8739194561881,11.1909141631948
2009,"M12","December",7.2,"VA",4,1,409.19,60501,70981,10.7,7925937,23.45,15.8856511041771,11.1701675145769
2010,"M12","December",6.7,"VA",4,1,402.96,60367,69675,10.7,8024617,12.78,15.8980244999847,11.1515968523501
2010,"M12","December",6.7,"VA",4,1,402.96,60367,69675,10.7,8023680,12.78,15.8979077274697,11.1515968523501
2011,"M12","December",6.2,"VA",4,1,394.83,62616,70062,11.4,8100469,0,15.907432519201,11.1571358433038
2012,"M12","December",5.6,"VA",4,1,394.38,64632,70818,10.6,8185229,13.41,15.9178417464045,11.1678684846571
2013,"M12","December",5.1,"VA",4,1,398.75,65907,71160,9.8,8253053,29.6,15.9260937504614,11.1726861417798
2014,"M12","December",4.6,"VA",4,1,413.2,66155,70239,10.2,8312076,11.39,15.9332199551265,11.1596589913056
2015,"M12","December",3.8,"VA",4,1,423.18,61486,65169,10.9,8362907,-0.73,15.9393166518905,11.084739174725
2016,"M12","December",3.8,"VA",4,1,435.93,66451,69535,11.4,8410946,9.54,15.9450445107599,11.1495855019127
2017,"M12","December",3.1,"VA",4,1,449.9,70811,72537,10.5,8465207,19.42,15.951475026883,11.1918520554887
2018,"M12","December",2.8,"VA",4,1,465.54,77151,77151,9.8,8517685,-6.24,15.9576551482696,11.2535198194701
1984,"M12","December",4.4,"VT",4,1,126.9,22578,52118,12.6,526660,1.4,13.1743104580271,10.8612656575171
1985,"M12","December",4.1,"VT",4,1,139.14,26000,58025,9.2,530035,26.33,13.1806983210838,10.9686292311426
1986,"M12","December",3.6,"VT",4,1,158.48,24599,53954,11,534066,14.62,13.1882747058107,10.8958871106626
1987,"M12","December",2.7,"VT",4,1,182.36,25415,53890,9.3,540267,2.03,13.1998187407875,10.8947002109275
1988,"M12","December",2.7,"VT",4,1,203.09,28988,59324,8.1,549763,12.4,13.2172425552497,10.9907692248619
1989,"M12","December",3.7,"VT",4,1,217.73,31295,61362,8,557707,27.25,13.2315890138499,11.0245460300341
1990,"M12","December",5.8,"VT",4,1,216.33,31098,58110,10.9,564798,-6.56,13.2442234240784,10.9700930450692
1991,"M12","December",6.1,"VT",4,1,213.77,29155,52567,12.6,568606,26.31,13.2509430303769,10.869843825417
1992,"M12","December",5.2,"VT",4,1,216.82,32755,57625,10.5,572751,4.46,13.2582063462767,10.961711780299
1993,"M12","December",4.6,"VT",4,1,218.7,31065,53308,10,577748,7.06,13.2668930664257,10.8838416926996
1994,"M12","December",3.9,"VT",4,1,217.8,35802,60180,7.6,583836,-1.54,13.2773754004547,11.005095350184
1995,"M12","December",3.9,"VT",4,1,221.75,33824,55518,10.3,589002,34.11,13.2861848582137,10.9244625714771
1996,"M12","December",3.8,"VT",4,1,221.2,32358,51734,12.6,593701,20.26,13.2941311046097,10.8538704845781
1997,"M12","December",3.4,"VT",4,1,225.28,35053,54857,9.3,597239,31.01,13.3000726472704,10.9124850783445
1998,"M12","December",2.8,"VT",4,1,232.67,39372,60792,9.9,600416,26.67,13.3053780272871,11.0152134803496
1999,"M12","December",2.4,"VT",4,1,244.37,41584,62869,9.6,604683,19.53,13.3124596327522,11.0488084754132
2000,"M12","December",2.6,"VT",4,1,264.49,39594,57896,10,609618,-10.14,13.3205878104777,10.966403576546
2001,"M12","December",3.4,"VT",4,1,284.2,40794,57999,9.7,612223,-13.04,13.3248518742095,10.9681810480006
2002,"M12","December",4,"VT",4,1,304.35,42999,60186,9.9,615442,-23.37,13.3300959878351,11.0051950461115
2003,"M12","December",3.8,"VT",4,1,337.51,43261,59208,8.5,617858,26.38,13.3340139365751,10.9888119468773
2004,"M12","December",3.3,"VT",4,1,382.53,47329,63071,7.8,619920,8.99,13.3373457164378,11.0520163549308
2005,"M12","December",3.2,"VT",4,1,430.45,50704,65355,7.6,621215,3,13.3394325167778,11.0875892272197
2006,"M12","December",3.5,"VT",4,1,455.14,51981,64897,7.8,622892,13.62,13.3421284280068,11.0805566766623
2007,"M12","December",3.9,"VT",4,1,456.89,47390,57534,9.9,623481,3.53,13.3430735705024,10.9601313563817
2008,"M12","December",5.3,"VT",4,1,453.49,50706,59283,9,624151,-38.49,13.3441476052569,10.9900778659769
2009,"M12","December",6.1,"VT",4,1,441.07,52318,61381,9.4,624817,23.45,13.3452140858442,11.0248556199928
2010,"M12","December",5.7,"VT",4,1,441.97,55928,64551,10.8,625960,12.78,13.3470417502771,11.0752108880216
2010,"M12","December",5.7,"VT",4,1,441.97,55928,64551,10.8,625880,12.78,13.346913938416,11.0752108880216
2011,"M12","December",4.8,"VT",4,1,440.24,51862,58029,11.6,626979,0,13.3486683262312,10.9686981645702
2012,"M12","December",4.4,"VT",4,1,438.23,55582,60901,11.2,626063,13.41,13.3472062839961,11.0170048739244
2013,"M12","December",3.9,"VT",4,1,437,65513,70735,6.8,626212,29.6,13.3474442508975,11.166695778893
2014,"M12","December",3.5,"VT",4,1,439.62,60708,64455,9.3,625218,11.39,13.345855667902,11.0737225848772
2015,"M12","December",3.1,"VT",4,1,445.31,59494,63058,10.7,625197,-0.73,13.3458220790535,11.0518102167699
2016,"M12","December",2.8,"VT",4,1,455.31,60837,63660,9.6,623644,9.54,13.3433349717267,11.0613117008361
2017,"M12","December",2.4,"VT",4,1,470.78,63682,65234,8.6,624525,19.42,13.3447466397721,11.0857360843879
2018,"M12","December",2.1,"VT",4,1,480.3,70066,70066,9.7,626299,-6.24,13.3475831718333,11.1571929339638
1984,"M12","December",9,"WA",4,1,110.19,25017,57748,11.3,4343656,1.4,15.2842269477733,10.9638439957497
1985,"M12","December",7.9,"WA",4,1,112.13,24000,53562,12,4400098,26.33,15.2971373713677,10.8885951404074
1986,"M12","December",8,"WA",4,1,115.93,26881,58960,12.9,4452720,14.62,15.3090257033689,10.9846145268632
1987,"M12","December",6.8,"WA",4,1,119.43,27319,57928,10,4531901,2.03,15.3266520562312,10.9669561390687
1988,"M12","December",5.8,"WA",4,1,127.55,32327,66157,8.7,4639893,12.4,15.3502018635917,11.0997859840504
1989,"M12","December",5.6,"WA",4,1,152.75,31961,62668,9.6,4746316,27.25,15.3728792961465,11.0456062295134
1990,"M12","December",5.8,"WA",4,1,177.24,32112,60005,8.9,4903043,-6.56,15.4053665907356,11.0021831710655
1991,"M12","December",7,"WA",4,1,187.58,33970,61249,9.5,5025624,26.31,15.4300601833043,11.0227028017431
1992,"M12","December",7.8,"WA",4,1,194.83,33900,59639,11.2,5160757,4.46,15.4565938321239,10.9960650014678
1993,"M12","December",6.8,"WA",4,1,202.84,35655,61184,12.1,5278842,7.06,15.4792173134469,11.0216409964111
1994,"M12","December",6.1,"WA",4,1,209.91,33533,56366,11.7,5375161,-1.54,15.4972990850178,10.9396214188275
1995,"M12","December",6.4,"WA",4,1,219.31,35568,58380,12.5,5481027,34.11,15.5168030501245,10.9747286444081
1996,"M12","December",5.5,"WA",4,1,224.71,36676,58637,11.9,5569753,20.26,15.5328612662164,10.9791211756338
1997,"M12","December",4.5,"WA",4,1,236.98,44562,69738,9.2,5674747,31.01,15.5515365388402,11.1525006418718
1998,"M12","December",4.8,"WA",4,1,252.46,47421,73220,8.9,5769562,26.67,15.5681067257243,11.2012238866742
1999,"M12","December",4.7,"WA",4,1,264.36,45473,68749,9.6,5842564,19.53,15.58068029955,11.1382174699685
2000,"M12","December",5.3,"WA",4,1,278.91,42525,62182,10.8,5910512,-10.14,15.5922430184556,11.0378208477787
2001,"M12","December",7.3,"WA",4,1,294.47,42490,60411,10.7,5985722,-13.04,15.604887524619,11.0089264865465
2002,"M12","December",7.4,"WA",4,1,307.96,45183,63243,11,6052349,-23.37,15.6159570191147,11.0547397285284
2003,"M12","December",7,"WA",4,1,325.07,47508,65020,12.6,6104115,26.38,15.6244736918738,11.0824501938579
2004,"M12","December",5.9,"WA",4,1,362.21,49922,66527,11.4,6178645,8.99,15.6366095497304,11.1053631592797
2005,"M12","December",5.1,"WA",4,1,428.4,50646,65280,10.2,6257305,3,15.6492601391976,11.086440989638
2006,"M12","December",4.9,"WA",4,1,482.71,54723,68321,8,6370753,13.62,15.6672282309231,11.1319724653577
2007,"M12","December",4.8,"WA",4,1,500.92,58080,70512,10.2,6461587,3.53,15.6813855112226,11.1635381870818
2008,"M12","December",6.6,"WA",4,1,469.92,56631,66210,10.4,6562231,-38.49,15.6968411945657,11.1005867879189
2009,"M12","December",10.5,"WA",4,1,425.66,60392,70853,11.7,6667426,23.45,15.712744436364,11.1683625872005
2010,"M12","December",9.6,"WA",4,1,405.94,56163,64822,11.6,6744496,12.78,15.7242373228159,11.079400330894
2010,"M12","December",9.6,"WA",4,1,405.94,56163,64822,11.6,6742902,12.78,15.7240009540207,11.079400330894
2011,"M12","December",8.8,"WA",4,1,383.8,56850,63610,12.5,6821655,0,15.7356126690021,11.0605259696729
2012,"M12","December",7.6,"WA",4,1,385.9,62187,68139,11.6,6892876,13.41,15.7459989724415,11.1293050154395
2013,"M12","December",6.7,"WA",4,1,408.67,63922,69017,12.2,6962906,29.6,15.7561074739054,11.1421081300452
2014,"M12","December",5.9,"WA",4,1,437.6,59068,62714,12,7052439,11.39,15.7688840724058,11.046339987183
2015,"M12","December",5.7,"WA",4,1,477.76,67243,71271,11.4,7163543,-0.73,15.7845152489499,11.1742447915466
2016,"M12","December",5,"WA",4,1,527.44,70310,73573,11,7294680,9.54,15.8026558733155,11.2060333895858
2017,"M12","December",4.7,"WA",4,1,586.26,71540,73284,10.9,7425432,19.42,15.8204214227787,11.2020975830111
2018,"M12","December",4.7,"WA",4,1,632.92,79726,79726,8.6,7535591,-6.24,15.8351478209417,11.2863510349166
1984,"M12","December",6.5,"WI",4,1,106.32,20743,47882,15.5,4735563,1.4,15.3706111793292,10.7764949298939
1985,"M12","December",6.8,"WI",4,1,110.77,23246,51879,11.6,4747767,26.33,15.3731849602135,10.856669362994
1986,"M12","December",6.1,"WI",4,1,114.36,26430,57970,10.7,4755618,14.62,15.3748372139707,10.9676809143338
1987,"M12","December",4.9,"WI",4,1,119.36,26369,55913,9,4777919,2.03,15.3795156540243,10.9315521902453
1988,"M12","December",3.8,"WI",4,1,125.02,29575,60525,7.8,4822388,12.4,15.3887797990237,11.0108117818063
1989,"M12","December",3.8,"WI",4,1,131.7,29123,57103,8.4,4856574,27.25,15.3958438090193,10.9526119336685
1990,"M12","December",4.5,"WI",4,1,137.98,30711,57387,9.3,4904562,-6.56,15.4056763503583,10.9575730758208
1991,"M12","December",4.9,"WI",4,1,145.46,31133,56134,9.9,4964343,26.31,15.4177915204215,10.9354969685363
1992,"M12","December",4.3,"WI",4,1,153.58,33308,58598,10.9,5025398,4.46,15.430015212753,10.9784558452898
1993,"M12","December",4.3,"WI",4,1,161.3,31766,54511,12.6,5084889,7.06,15.441783758318,10.9061577951478
1994,"M12","December",3.3,"WI",4,1,175.63,35388,59484,9,5133678,-1.54,15.4513329193189,10.9934626478086
1995,"M12","December",3.4,"WI",4,1,186.48,40955,67222,8.5,5184836,34.11,15.4612487694445,11.1157558538862
1996,"M12","December",3.1,"WI",4,1,194.17,40001,63953,8.8,5229986,20.26,15.4699191591733,11.0659037175564
1997,"M12","December",3,"WI",4,1,202.74,39595,61965,8.2,5266213,31.01,15.4768220663784,11.034324988499
1998,"M12","December",3,"WI",4,1,209.57,41327,63811,8.8,5297672,26.67,15.4827780367429,11.0636808682644
1999,"M12","December",2.7,"WI",4,1,220.85,45667,69042,8.6,5332666,19.53,15.4893618587072,11.1424702940515
2000,"M12","December",3.3,"WI",4,1,235,45088,65929,9.3,5373999,-10.14,15.4970828820764,11.0963336843903
2001,"M12","December",4.8,"WI",4,1,246.84,45346,64471,7.9,5406835,-13.04,15.5031744519007,11.0739707892748
2002,"M12","December",5.1,"WI",4,1,258.89,45903,64250,8.6,5445162,-23.37,15.5102380659727,11.0705370027575
2003,"M12","December",4.9,"WI",4,1,276.63,46269,63324,9.8,5479203,26.38,15.5164702103909,11.0560196831937
2004,"M12","December",4.4,"WI",4,1,298.38,45732,60943,12.4,5514026,8.99,15.522805585825,11.0176942800776
2005,"M12","December",4.5,"WI",4,1,318.33,44650,57552,10.2,5546166,3,15.5286174361921,10.9604441659354
2006,"M12","December",4.5,"WI",4,1,325.79,51692,64536,10.1,5577655,13.62,15.5342789951313,11.0749784866168
2007,"M12","December",4.5,"WI",4,1,326.59,51277,62253,11,5610775,3.53,15.5401994141251,11.0389620059368
2008,"M12","December",6,"WI",4,1,317.42,51200,59860,9.8,5640996,-38.49,15.5455712036277,10.9997637814067
2009,"M12","December",8.9,"WI",4,1,306.2,51237,60112,10.8,5669264,23.45,15.5505698612819,11.0039647678138
2010,"M12","December",7.7,"WI",4,1,301.75,50351,58114,10.1,5691047,12.78,15.5544047962052,10.9701618776683
2010,"M12","December",7.7,"WI",4,1,301.75,50351,58114,10.1,5690479,12.78,15.5543049853361,10.9701618776683
2011,"M12","December",6.9,"WI",4,1,293.94,52058,58248,13.1,5704755,0,15.5568105955709,10.9724650360745
2012,"M12","December",6.6,"WI",4,1,291.51,53079,58159,11.4,5719855,13.41,15.5594540133843,10.9709359181119
2013,"M12","December",6,"WI",4,1,289.8,51726,55849,13.5,5736952,29.6,15.5624386168068,10.9304068992341
2014,"M12","December",4.5,"WI",4,1,298.34,58080,61665,10.9,5751974,11.39,15.5650536582059,11.0294717880001
2015,"M12","December",4.1,"WI",4,1,307.82,55425,58745,11.4,5761406,-0.73,15.5666921001074,10.9809613220017
2016,"M12","December",3.4,"WI",4,1,321.34,59817,62593,10.7,5772958,9.54,15.5686951587698,11.0444087297495
2017,"M12","December",2.7,"WI",4,1,337.89,63482,65029,9.2,5792051,19.42,15.5719970182575,11.0825886032269
2018,"M12","December",2.8,"WI",4,1,358.7,62629,62629,8.6,5813568,-6.24,15.5757050539348,11.0449837086029
1984,"M12","December",14.4,"WV",4,1,87.28,16843,38880,20.4,1927697,1.4,14.4718365841257,10.5682352585744
1985,"M12","December",11.4,"WV",4,1,88.92,15983,35670,22.3,1906831,26.33,14.460953259785,10.4820652783529
1986,"M12","December",10.6,"WV",4,1,98.95,16464,36111,22.4,1882350,14.62,14.4480315542066,10.4943528070478
1987,"M12","December",10,"WV",4,1,98.02,17207,36486,21.6,1857585,2.03,14.4347878149578,10.5046839043482
1988,"M12","December",8.7,"WV",4,1,98.54,19353,39606,17.9,1830215,12.4,14.4199440042554,10.5867359009168
1989,"M12","December",7.8,"WV",4,1,102.22,21677,42503,15.7,1806568,27.25,14.4069394707103,10.6573299406566
1990,"M12","December",9.6,"WV",4,1,104.83,22137,41366,18.1,1792548,-6.56,14.3991486293401,10.6302145663593
1991,"M12","December",11.4,"WV",4,1,110.05,23147,41735,17.9,1798735,26.31,14.4025941980246,10.6390953842848
1992,"M12","December",10.8,"WV",4,1,114.68,20271,35662,22.3,1806451,4.46,14.4068747049285,10.481840975094
1993,"M12","December",9.4,"WV",4,1,120.1,22421,38475,22.2,1817539,7.06,14.4129939462064,10.5577639587071
1994,"M12","December",7.5,"WV",4,1,125.11,23564,39609,18.6,1820421,-1.54,14.4145783509843,10.5868116441473
1995,"M12","December",7.5,"WV",4,1,132.4,24880,40837,16.7,1823700,34.11,14.4163779624049,10.6173438121858
1996,"M12","December",7.1,"WV",4,1,135.38,25247,40365,18.5,1822808,20.26,14.4158887272145,10.6057183518291
1997,"M12","December",6.5,"WV",4,1,141.31,27488,43018,16.4,1819113,31.01,14.4138595776158,10.6693739117364
1998,"M12","December",6,"WV",4,1,147.89,26704,41232,17.8,1815609,26.67,14.4119315065912,10.6269699328921
1999,"M12","December",5.6,"WV",4,1,147.59,29297,44293,15.7,1811799,19.53,14.4098308322799,10.6985819300038
2000,"M12","December",5.1,"WV",4,1,152.78,29411,43006,14.7,1807021,-10.14,14.4071901909789,10.6690949198253
2001,"M12","December",4.8,"WV",4,1,161.05,29673,42188,16.4,1801481,-13.04,14.4041196623481,10.6498910993965
2002,"M12","December",5.7,"WV",4,1,167.48,29359,41094,16.8,1805414,-23.37,14.4063004863304,10.623617404426
2003,"M12","December",5.2,"WV",4,1,173.46,32763,44840,17.4,1812295,26.38,14.410104555866,10.7108558771861
2004,"M12","December",4.7,"WV",4,1,186.29,33373,44473,14.2,1816438,8.99,14.4123879984892,10.7026375424391
2005,"M12","December",4.3,"WV",4,1,205.96,36445,46976,15.4,1820492,3,14.4146173521908,10.7573921119742
2006,"M12","December",4.2,"WV",4,1,213.4,38419,47965,15.3,1827912,13.62,14.4186848897937,10.778226857252
2007,"M12","December",4.3,"WV",4,1,216.6,42091,51101,14.8,1834052,3.53,14.4220382847227,10.8415593454719
2008,"M12","December",4.7,"WV",4,1,210.95,37994,44420,14.5,1840310,-38.49,14.4254445936552,10.7014450974484
2009,"M12","December",8.1,"WV",4,1,206.57,40490,47504,15.8,1847775,23.45,14.4294927705245,10.7685691970035
2010,"M12","December",8.6,"WV",4,1,209.12,42777,49372,16.8,1853973,12.78,14.4328414618951,10.8071387408638
2010,"M12","December",8.6,"WV",4,1,209.12,42777,49372,16.8,1854214,12.78,14.4329714445526,10.8071387408638
2011,"M12","December",7.3,"WV",4,1,206.03,41821,46794,17.5,1856074,0,14.4339740622231,10.7535102685586
2012,"M12","December",7.3,"WV",4,1,206.53,43553,47721,16.7,1856764,13.41,14.4343457455597,10.7731268315665
2013,"M12","December",6.4,"WV",4,1,210.63,43069,46502,19.8,1853873,29.6,14.4327875222223,10.7472506014032
2014,"M12","December",6.1,"WV",4,1,214.68,39552,41993,20.6,1849467,11.39,14.4304080474353,10.6452582167084
2015,"M12","December",6,"WV",4,1,219.37,42824,45389,14.5,1841996,-0.73,14.4263603242424,10.7230250639234
2016,"M12","December",5.1,"WV",4,1,224.61,44354,46412,18,1830929,9.54,14.42033404628,10.7453133254674
2017,"M12","December",5.1,"WV",4,1,229.14,46957,48102,17.1,1817048,19.42,14.4127237642005,10.781079035271
2018,"M12","December",4.7,"WV",4,1,230.86,50573,50573,15.9,1805832,-6.24,14.4065319853763,10.8311731160242
1984,"M12","December",6.4,"WY",4,1,96.1,23816,54976,10.9,504896,1.4,13.1321077464548,10.9146520053439
1985,"M12","December",7.5,"WY",4,1,94.35,22081,49279,12,499695,26.33,13.1217531912786,10.8052533057937
1986,"M12","December",9.4,"WY",4,1,90.91,23559,51673,14.6,495633,14.62,13.1135910124768,10.852690680366
1987,"M12","December",7.1,"WY",4,1,79.25,27590,58502,10.8,476965,2.03,13.0751983919163,10.9768162206697
1988,"M12","December",6.7,"WY",4,1,81.49,26419,54066,9.6,465101,12.4,13.0500098652851,10.8979608014631
1989,"M12","December",6,"WY",4,1,83.94,29521,57884,10.9,458374,27.25,13.0354407237514,10.9661962868579
1990,"M12","December",5.4,"WY",4,1,90.01,29460,55050,11,453690,-6.56,13.0251694244129,10.9159971421508
