"year","period","periodName","value","state","quarter"
2001,"M09","September","5.0","NY",3
2001,"M12","December","5.9","NY",4
2002,"M03","March","6.6","NY",1
2002,"M06","June","6.0","NY",2
2002,"M09","September","5.6","NY",3
2002,"M12","December","6.3","NY",4
2003,"M03","March","6.4","NY",1
2003,"M06","June","6.4","NY",2
2003,"M09","September","6.3","NY",3
2003,"M12","December","6.1","NY",4
2004,"M03","March","6.7","NY",1
2004,"M06","June","5.8","NY",2
2004,"M09","September","5.2","NY",3
2004,"M12","December","5.2","NY",4
2005,"M03","March","5.0","NY",1
2005,"M06","June","4.8","NY",2
2005,"M09","September","5.0","NY",3
2005,"M12","December","4.7","NY",4
2006,"M03","March","5.0","NY",1
2006,"M06","June","4.5","NY",2
2006,"M09","September","4.2","NY",3
2006,"M12","December","4.0","NY",4
2007,"M03","March","4.4","NY",1
2007,"M06","June","4.5","NY",2
2007,"M09","September","4.5","NY",3
2007,"M12","December","4.8","NY",4
2008,"M03","March","5.2","NY",1
2008,"M06","June","5.1","NY",2
2008,"M09","September","5.5","NY",3
2008,"M12","December","6.5","NY",4
2009,"M03","March","8.2","NY",1
2009,"M06","June","8.4","NY",2
2009,"M09","September","8.6","NY",3
2009,"M12","December","8.8","NY",4
2010,"M03","March","9.1","NY",1
2010,"M06","June","8.4","NY",2
2010,"M09","September","8.2","NY",3
2010,"M12","December","8.2","NY",4
2011,"M03","March","8.2","NY",1
2011,"M06","June","8.2","NY",2
2011,"M09","September","8.3","NY",3
2011,"M12","December","8.4","NY",4
2012,"M03","March","8.9","NY",1
2012,"M06","June","8.7","NY",2
2012,"M09","September","8.0","NY",3
2012,"M12","December","8.1","NY",4
2013,"M03","March","8.0","NY",1
2013,"M06","June","7.9","NY",2
2013,"M09","September","7.4","NY",3
2013,"M12","December","6.7","NY",4
2014,"M03","March","7.1","NY",1
2014,"M06","June","6.2","NY",2
2014,"M09","September","5.8","NY",3
2014,"M12","December","5.5","NY",4
2015,"M03","March","5.6","NY",1
2015,"M06","June","5.2","NY",2
2015,"M09","September","4.7","NY",3
2015,"M12","December","4.8","NY",4
2016,"M03","March","5.1","NY",1
2016,"M06","June","4.7","NY",2
2016,"M09","September","4.9","NY",3
2016,"M12","December","4.6","NY",4
2017,"M03","March","4.7","NY",1
2017,"M06","June","4.6","NY",2
2017,"M09","September","4.6","NY",3
2017,"M12","December","4.4","NY",4
2018,"M03","March","4.6","NY",1
2018,"M06","June","4.1","NY",2
2018,"M09","September","3.7","NY",3
2018,"M12","December","4.0","NY",4
2019,"M03","March","4.2","NY",1
