"year","period","periodName","value","state","quarter","annual"
1979,"M12","December","4.4","UT",4,"1"
1980,"M12","December","6.1","UT",4,"1"
1981,"M12","December","6.4","UT",4,"1"
1982,"M12","December","9.0","UT",4,"1"
1983,"M12","December","6.9","UT",4,"1"
1984,"M12","December","5.9","UT",4,"1"
1985,"M12","December","5.4","UT",4,"1"
1986,"M12","December","6.1","UT",4,"1"
1987,"M12","December","5.1","UT",4,"1"
1988,"M12","December","4.1","UT",4,"1"
1989,"M12","December","4.0","UT",4,"1"
1990,"M12","December","3.9","UT",4,"1"
1991,"M12","December","4.4","UT",4,"1"
1992,"M12","December","4.2","UT",4,"1"
1993,"M12","December","3.1","UT",4,"1"
1994,"M12","December","3.4","UT",4,"1"
1995,"M12","December","2.8","UT",4,"1"
1996,"M12","December","2.8","UT",4,"1"
1997,"M12","December","2.8","UT",4,"1"
1998,"M12","December","3.2","UT",4,"1"
1999,"M12","December","2.6","UT",4,"1"
2000,"M12","December","3.2","UT",4,"1"
2001,"M12","December","4.8","UT",4,"1"
2002,"M12","December","5.4","UT",4,"1"
2003,"M12","December","4.9","UT",4,"1"
2004,"M12","December","4.1","UT",4,"1"
2005,"M12","December","3.3","UT",4,"1"
2006,"M12","December","2.1","UT",4,"1"
2007,"M12","December","2.6","UT",4,"1"
2008,"M12","December","5.1","UT",4,"1"
2009,"M12","December","7.6","UT",4,"1"
2010,"M12","December","7.3","UT",4,"1"
2011,"M12","December","5.6","UT",4,"1"
2012,"M12","December","4.8","UT",4,"1"
2013,"M12","December","3.8","UT",4,"1"
2014,"M12","December","3.3","UT",4,"1"
2015,"M12","December","3.3","UT",4,"1"
2016,"M12","December","3.1","UT",4,"1"
2017,"M12","December","2.9","UT",4,"1"
2018,"M12","December","2.7","UT",4,"1"
2019,"M12","December","2.2","UT",4,"1"
1976,"M12","December","5.5","VA",4,"1"
1977,"M12","December","4.9","VA",4,"1"
1978,"M12","December","5.0","VA",4,"1"
1979,"M12","December","4.2","VA",4,"1"
1980,"M12","December","4.7","VA",4,"1"
1981,"M12","December","6.7","VA",4,"1"
1982,"M12","December","8.0","VA",4,"1"
1983,"M12","December","5.0","VA",4,"1"
1984,"M12","December","5.1","VA",4,"1"
1985,"M12","December","5.0","VA",4,"1"
1986,"M12","December","4.5","VA",4,"1"
1987,"M12","December","3.5","VA",4,"1"
1988,"M12","December","3.6","VA",4,"1"
1989,"M12","December","3.8","VA",4,"1"
1990,"M12","December","5.4","VA",4,"1"
1991,"M12","December","6.1","VA",4,"1"
1992,"M12","December","5.6","VA",4,"1"
1993,"M12","December","4.6","VA",4,"1"
1994,"M12","December","4.1","VA",4,"1"
1995,"M12","December","4.2","VA",4,"1"
1996,"M12","December","4.1","VA",4,"1"
1997,"M12","December","2.8","VA",4,"1"
1998,"M12","December","2.4","VA",4,"1"
1999,"M12","December","2.4","VA",4,"1"
2000,"M12","December","1.8","VA",4,"1"
2001,"M12","December","3.9","VA",4,"1"
2002,"M12","December","4.0","VA",4,"1"
2003,"M12","December","3.6","VA",4,"1"
2004,"M12","December","3.5","VA",4,"1"
2005,"M12","December","3.1","VA",4,"1"
2006,"M12","December","2.8","VA",4,"1"
2007,"M12","December","3.3","VA",4,"1"
2008,"M12","December","4.9","VA",4,"1"
2009,"M12","December","7.2","VA",4,"1"
2010,"M12","December","6.7","VA",4,"1"
2011,"M12","December","6.2","VA",4,"1"
2012,"M12","December","5.6","VA",4,"1"
2013,"M12","December","5.1","VA",4,"1"
2014,"M12","December","4.6","VA",4,"1"
2015,"M12","December","3.8","VA",4,"1"
2016,"M12","December","3.8","VA",4,"1"
2017,"M12","December","3.1","VA",4,"1"
2018,"M12","December","2.8","VA",4,"1"
2019,"M12","December","2.4","VA",4,"1"
1976,"M12","December","7.3","VT",4,"1"
1977,"M12","December","6.0","VT",4,"1"
1978,"M12","December","5.0","VT",4,"1"
1979,"M12","December","4.8","VT",4,"1"
1980,"M12","December","5.5","VT",4,"1"
1981,"M12","December","5.6","VT",4,"1"
1982,"M12","December","6.7","VT",4,"1"
1983,"M12","December","5.2","VT",4,"1"
1984,"M12","December","4.4","VT",4,"1"
1985,"M12","December","4.1","VT",4,"1"
1986,"M12","December","3.6","VT",4,"1"
1987,"M12","December","2.7","VT",4,"1"
1988,"M12","December","2.7","VT",4,"1"
1989,"M12","December","3.7","VT",4,"1"
1990,"M12","December","5.8","VT",4,"1"
1991,"M12","December","6.1","VT",4,"1"
1992,"M12","December","5.2","VT",4,"1"
1993,"M12","December","4.6","VT",4,"1"
1994,"M12","December","3.9","VT",4,"1"
1995,"M12","December","3.9","VT",4,"1"
1996,"M12","December","3.8","VT",4,"1"
1997,"M12","December","3.4","VT",4,"1"
1998,"M12","December","2.8","VT",4,"1"
1999,"M12","December","2.4","VT",4,"1"
2000,"M12","December","2.6","VT",4,"1"
2001,"M12","December","3.4","VT",4,"1"
2002,"M12","December","4.0","VT",4,"1"
2003,"M12","December","3.8","VT",4,"1"
2004,"M12","December","3.3","VT",4,"1"
2005,"M12","December","3.2","VT",4,"1"
2006,"M12","December","3.5","VT",4,"1"
2007,"M12","December","3.9","VT",4,"1"
2008,"M12","December","5.3","VT",4,"1"
2009,"M12","December","6.1","VT",4,"1"
2010,"M12","December","5.7","VT",4,"1"
2011,"M12","December","4.8","VT",4,"1"
2012,"M12","December","4.4","VT",4,"1"
2013,"M12","December","3.9","VT",4,"1"
2014,"M12","December","3.5","VT",4,"1"
2015,"M12","December","3.1","VT",4,"1"
2016,"M12","December","2.8","VT",4,"1"
2017,"M12","December","2.4","VT",4,"1"
2018,"M12","December","2.1","VT",4,"1"
2019,"M12","December","2.1","VT",4,"1"
1976,"M12","December","8.9","WA",4,"1"
1977,"M12","December","6.5","WA",4,"1"
1978,"M12","December","7.1","WA",4,"1"
1979,"M12","December","6.7","WA",4,"1"
1980,"M12","December","8.8","WA",4,"1"
1981,"M12","December","11.3","WA",4,"1"
1982,"M12","December","12.4","WA",4,"1"
1983,"M12","December","10.2","WA",4,"1"
1984,"M12","December","9.0","WA",4,"1"
1985,"M12","December","7.9","WA",4,"1"
1986,"M12","December","8.0","WA",4,"1"
1987,"M12","December","6.8","WA",4,"1"
1988,"M12","December","5.8","WA",4,"1"
1989,"M12","December","5.6","WA",4,"1"
1990,"M12","December","5.8","WA",4,"1"
1991,"M12","December","7.0","WA",4,"1"
1992,"M12","December","7.8","WA",4,"1"
1993,"M12","December","6.8","WA",4,"1"
1994,"M12","December","6.1","WA",4,"1"
1995,"M12","December","6.4","WA",4,"1"
1996,"M12","December","5.5","WA",4,"1"
1997,"M12","December","4.5","WA",4,"1"
1998,"M12","December","4.8","WA",4,"1"
1999,"M12","December","4.7","WA",4,"1"
2000,"M12","December","5.3","WA",4,"1"
2001,"M12","December","7.3","WA",4,"1"
2002,"M12","December","7.4","WA",4,"1"
2003,"M12","December","7.0","WA",4,"1"
2004,"M12","December","5.9","WA",4,"1"
2005,"M12","December","5.1","WA",4,"1"
2006,"M12","December","4.9","WA",4,"1"
2007,"M12","December","4.8","WA",4,"1"
2008,"M12","December","6.6","WA",4,"1"
2009,"M12","December","10.5","WA",4,"1"
2010,"M12","December","9.6","WA",4,"1"
2011,"M12","December","8.8","WA",4,"1"
2012,"M12","December","7.6","WA",4,"1"
2013,"M12","December","6.7","WA",4,"1"
2014,"M12","December","5.9","WA",4,"1"
2015,"M12","December","5.7","WA",4,"1"
2016,"M12","December","5.0","WA",4,"1"
2017,"M12","December","4.7","WA",4,"1"
2018,"M12","December","4.7","WA",4,"1"
2019,"M12","December","4.0","WA",4,"1"
1976,"M12","December","4.9","WI",4,"1"
1977,"M12","December","4.3","WI",4,"1"
1978,"M12","December","5.0","WI",4,"1"
1979,"M12","December","4.2","WI",4,"1"
1980,"M12","December","7.7","WI",4,"1"
1981,"M12","December","8.4","WI",4,"1"
1982,"M12","December","11.7","WI",4,"1"
1983,"M12","December","8.3","WI",4,"1"
1984,"M12","December","6.5","WI",4,"1"
1985,"M12","December","6.8","WI",4,"1"
1986,"M12","December","6.1","WI",4,"1"
1987,"M12","December","4.9","WI",4,"1"
1988,"M12","December","3.8","WI",4,"1"
1989,"M12","December","3.8","WI",4,"1"
1990,"M12","December","4.5","WI",4,"1"
1991,"M12","December","4.9","WI",4,"1"
1992,"M12","December","4.3","WI",4,"1"
1993,"M12","December","4.3","WI",4,"1"
1994,"M12","December","3.3","WI",4,"1"
1995,"M12","December","3.4","WI",4,"1"
1996,"M12","December","3.1","WI",4,"1"
1997,"M12","December","3.0","WI",4,"1"
1998,"M12","December","3.0","WI",4,"1"
1999,"M12","December","2.7","WI",4,"1"
2000,"M12","December","3.3","WI",4,"1"
2001,"M12","December","4.8","WI",4,"1"
2002,"M12","December","5.1","WI",4,"1"
2003,"M12","December","4.9","WI",4,"1"
2004,"M12","December","4.4","WI",4,"1"
2005,"M12","December","4.5","WI",4,"1"
2006,"M12","December","4.5","WI",4,"1"
2007,"M12","December","4.5","WI",4,"1"
2008,"M12","December","6.0","WI",4,"1"
2009,"M12","December","8.9","WI",4,"1"
2010,"M12","December","7.7","WI",4,"1"
2011,"M12","December","6.9","WI",4,"1"
2012,"M12","December","6.6","WI",4,"1"
2013,"M12","December","6.0","WI",4,"1"
2014,"M12","December","4.5","WI",4,"1"
2015,"M12","December","4.1","WI",4,"1"
2016,"M12","December","3.4","WI",4,"1"
2017,"M12","December","2.7","WI",4,"1"
2018,"M12","December","2.8","WI",4,"1"
2019,"M12","December","3.2","WI",4,"1"
1976,"M12","December","6.3","WV",4,"1"
1977,"M12","December","6.6","WV",4,"1"
1978,"M12","December","6.1","WV",4,"1"
1979,"M12","December","7.4","WV",4,"1"
1980,"M12","December","9.8","WV",4,"1"
1981,"M12","December","10.2","WV",4,"1"
1982,"M12","December","18.0","WV",4,"1"
1983,"M12","December","16.0","WV",4,"1"
1984,"M12","December","14.4","WV",4,"1"
1985,"M12","December","11.4","WV",4,"1"
1986,"M12","December","10.6","WV",4,"1"
1987,"M12","December","10.0","WV",4,"1"
1988,"M12","December","8.7","WV",4,"1"
1989,"M12","December","7.8","WV",4,"1"
1990,"M12","December","9.6","WV",4,"1"
1991,"M12","December","11.4","WV",4,"1"
1992,"M12","December","10.8","WV",4,"1"
1993,"M12","December","9.4","WV",4,"1"
1994,"M12","December","7.5","WV",4,"1"
1995,"M12","December","7.5","WV",4,"1"
1996,"M12","December","7.1","WV",4,"1"
1997,"M12","December","6.5","WV",4,"1"
1998,"M12","December","6.0","WV",4,"1"
1999,"M12","December","5.6","WV",4,"1"
2000,"M12","December","5.1","WV",4,"1"
2001,"M12","December","4.8","WV",4,"1"
2002,"M12","December","5.7","WV",4,"1"
2003,"M12","December","5.2","WV",4,"1"
2004,"M12","December","4.7","WV",4,"1"
2005,"M12","December","4.3","WV",4,"1"
2006,"M12","December","4.2","WV",4,"1"
2007,"M12","December","4.3","WV",4,"1"
2008,"M12","December","4.7","WV",4,"1"
2009,"M12","December","8.1","WV",4,"1"
2010,"M12","December","8.6","WV",4,"1"
2011,"M12","December","7.3","WV",4,"1"
2012,"M12","December","7.3","WV",4,"1"
2013,"M12","December","6.4","WV",4,"1"
2014,"M12","December","6.1","WV",4,"1"
2015,"M12","December","6.0","WV",4,"1"
2016,"M12","December","5.1","WV",4,"1"
2017,"M12","December","5.1","WV",4,"1"
2018,"M12","December","4.7","WV",4,"1"
2019,"M12","December","5.0","WV",4,"1"
1976,"M12","December","4.0","WY",4,"1"
1977,"M12","December","3.2","WY",4,"1"
1978,"M12","December","3.1","WY",4,"1"
1979,"M12","December","3.3","WY",4,"1"
1980,"M12","December","4.3","WY",4,"1"
1981,"M12","December","3.9","WY",4,"1"
1982,"M12","December","8.5","WY",4,"1"
1983,"M12","December","6.7","WY",4,"1"
1984,"M12","December","6.4","WY",4,"1"
1985,"M12","December","7.5","WY",4,"1"
1986,"M12","December","9.4","WY",4,"1"
1987,"M12","December","7.1","WY",4,"1"
1988,"M12","December","6.7","WY",4,"1"
1989,"M12","December","6.0","WY",4,"1"
1990,"M12","December","5.4","WY",4,"1"
1991,"M12","December","5.9","WY",4,"1"
1992,"M12","December","5.5","WY",4,"1"
1993,"M12","December","5.4","WY",4,"1"
1994,"M12","December","4.7","WY",4,"1"
1995,"M12","December","4.8","WY",4,"1"
1996,"M12","December","5.1","WY",4,"1"
1997,"M12","December","4.7","WY",4,"1"
1998,"M12","December","4.8","WY",4,"1"
1999,"M12","December","4.3","WY",4,"1"
2000,"M12","December","3.9","WY",4,"1"
2001,"M12","December","3.9","WY",4,"1"
2002,"M12","December","4.5","WY",4,"1"
2003,"M12","December","4.2","WY",4,"1"
2004,"M12","December","3.7","WY",4,"1"
2005,"M12","December","3.5","WY",4,"1"
2006,"M12","December","2.9","WY",4,"1"
2007,"M12","December","2.5","WY",4,"1"
2008,"M12","December","3.7","WY",4,"1"
2009,"M12","December","7.5","WY",4,"1"
2010,"M12","December","6.2","WY",4,"1"
2011,"M12","December","5.7","WY",4,"1"
2012,"M12","December","5.2","WY",4,"1"
2013,"M12","December","4.6","WY",4,"1"
2014,"M12","December","3.8","WY",4,"1"
2015,"M12","December","4.8","WY",4,"1"
2016,"M12","December","5.1","WY",4,"1"
2017,"M12","December","4.0","WY",4,"1"
2018,"M12","December","3.7","WY",4,"1"
2019,"M12","December","3.7","WY",4,"1"
