state,year,quarter,HPI
RI,1994,1,246.11
RI,1994,2,239.87
RI,1994,3,235.43
RI,1994,4,232.75
RI,1995,1,234.58
RI,1995,2,237.26
RI,1995,3,241.35
RI,1995,4,243.44
RI,1996,1,245.98
RI,1996,2,241.07
RI,1996,3,237.44
RI,1996,4,239.22
RI,1997,1,240.82
RI,1997,2,239.18
RI,1997,3,244.01
RI,1997,4,247.07
RI,1998,1,251.07
RI,1998,2,249.86
RI,1998,3,252.29
RI,1998,4,255.19
RI,1999,1,257.16
RI,1999,2,259.58
RI,1999,3,265.09
RI,1999,4,269.66
RI,2000,1,278.18
RI,2000,2,286.79
RI,2000,3,295.76
RI,2000,4,301.32
RI,2001,1,307.27
RI,2001,2,317.91
RI,2001,3,330.08
RI,2001,4,337.06
RI,2002,1,350.09
RI,2002,2,367.36
RI,2002,3,381.22
RI,2002,4,393.27
RI,2003,1,404.81
RI,2003,2,414.48
RI,2003,3,431.78
RI,2003,4,459.82
RI,2004,1,470.81
RI,2004,2,492.18
RI,2004,3,527.08
RI,2004,4,540.21
RI,2005,1,551.22
RI,2005,2,573.79
RI,2005,3,586.64
RI,2005,4,595.52
RI,2006,1,601
RI,2006,2,601.18
RI,2006,3,599.28
RI,2006,4,599.2
RI,2007,1,598.91
RI,2007,2,587.76
RI,2007,3,576.78
RI,2007,4,574.09
RI,2008,1,567.78
RI,2008,2,545.16
RI,2008,3,520.43
RI,2008,4,514.36
RI,2009,1,517.34
RI,2009,2,494.08
RI,2009,3,481.79
RI,2009,4,482.11
RI,2010,1,474
RI,2010,2,467.39
RI,2010,3,474.45
RI,2010,4,473.26
RI,2011,1,461.71
RI,2011,2,446.25
RI,2011,3,447.38
RI,2011,4,450.29
RI,2012,1,443.53
RI,2012,2,435.24
RI,2012,3,437.03
RI,2012,4,439.35
RI,2013,1,437.2
RI,2013,2,437.79
RI,2013,3,438.76
RI,2013,4,435.91
RI,2014,1,438.4
RI,2014,2,445.82
RI,2014,3,453.61
RI,2014,4,456.63
RI,2015,1,459.93
RI,2015,2,469.59
RI,2015,3,471.56
RI,2015,4,475.06
RI,2016,1,475.68
RI,2016,2,486.89
RI,2016,3,494.21
RI,2016,4,503.86
RI,2017,1,507.4
RI,2017,2,518.5
RI,2017,3,528.58
RI,2017,4,534.64
RI,2018,1,545.44
RI,2018,2,554.36
RI,2018,3,562.01
RI,2018,4,564.77
RI,2019,1,568.66
RI,2019,2,579.88
RI,2019,3,586.92
RI,2019,4,595.01
RI,2020,1,599.17
RI,2020,2,605.06
SC,1975,1,75.12
SC,1975,2,70.25
SC,1975,3,72.22
SC,1975,4,69.58
SC,1976,1,70.47
SC,1976,2,77.6
SC,1976,3,76.52
SC,1976,4,75.84
SC,1977,1,75.46
SC,1977,2,79.49
SC,1977,3,81.4
SC,1977,4,82.6
SC,1978,1,82.23
SC,1978,2,86.83
SC,1978,3,88.4
SC,1978,4,89.9
SC,1979,1,93.84
SC,1979,2,95.96
SC,1979,3,97.66
SC,1979,4,100.27
SC,1980,1,100
SC,1980,2,103.78
SC,1980,3,109.38
SC,1980,4,105.68
SC,1981,1,112.43
SC,1981,2,115.4
SC,1981,3,117.85
SC,1981,4,115.68
SC,1982,1,119.14
SC,1982,2,118.38
SC,1982,3,120.53
SC,1982,4,120.73
SC,1983,1,123.56
SC,1983,2,121.15
SC,1983,3,124.2
SC,1983,4,120.6
SC,1984,1,127.01
SC,1984,2,125.87
SC,1984,3,123.21
SC,1984,4,127.54
SC,1985,1,130.92
SC,1985,2,131.13
SC,1985,3,132
SC,1985,4,132.29
SC,1986,1,135.53
SC,1986,2,136.56
SC,1986,3,138.4
SC,1986,4,140.54
SC,1987,1,143.28
SC,1987,2,144.69
SC,1987,3,144.76
SC,1987,4,145.43
SC,1988,1,147.9
SC,1988,2,150.09
SC,1988,3,151.22
SC,1988,4,151.69
SC,1989,1,154.15
SC,1989,2,154.26
SC,1989,3,157.78
SC,1989,4,158.12
SC,1990,1,159.77
SC,1990,2,161.18
SC,1990,3,162.42
SC,1990,4,161.58
SC,1991,1,163.42
SC,1991,2,164.96
SC,1991,3,165.87
SC,1991,4,168.55
SC,1992,1,169.39
SC,1992,2,169.68
SC,1992,3,172.2
SC,1992,4,172.91
SC,1993,1,173.11
SC,1993,2,174.77
SC,1993,3,176.88
SC,1993,4,177.6
SC,1994,1,178.57
SC,1994,2,179.9
SC,1994,3,180.56
SC,1994,4,181.23
SC,1995,1,182.72
SC,1995,2,184.94
SC,1995,3,187.33
SC,1995,4,189.58
SC,1996,1,192.29
SC,1996,2,193.25
SC,1996,3,194.59
SC,1996,4,197.53
SC,1997,1,198.82
SC,1997,2,201.07
SC,1997,3,204.52
SC,1997,4,207.29
SC,1998,1,210.36
SC,1998,2,212.67
SC,1998,3,215.74
SC,1998,4,218.63
SC,1999,1,221.68
SC,1999,2,224.75
SC,1999,3,227.01
SC,1999,4,228.92
SC,2000,1,231.24
SC,2000,2,234.15
SC,2000,3,236.98
SC,2000,4,240.16
SC,2001,1,246.4
SC,2001,2,249.22
SC,2001,3,251.12
SC,2001,4,253.98
SC,2002,1,255.5
SC,2002,2,256.96
SC,2002,3,260.96
SC,2002,4,263.22
SC,2003,1,264.71
SC,2003,2,267.34
SC,2003,3,268.89
SC,2003,4,271.48
SC,2004,1,274.61
SC,2004,2,276.92
SC,2004,3,282.26
SC,2004,4,287.38
SC,2005,1,292.48
SC,2005,2,297.56
SC,2005,3,304.99
SC,2005,4,311.69
SC,2006,1,316.15
SC,2006,2,321.21
SC,2006,3,326.01
SC,2006,4,334.36
SC,2007,1,336.41
SC,2007,2,338.66
SC,2007,3,338.39
SC,2007,4,342.96
SC,2008,1,345.33
SC,2008,2,343.38
SC,2008,3,337.12
SC,2008,4,338.08
SC,2009,1,342.27
SC,2009,2,337.91
SC,2009,3,327.69
SC,2009,4,324.13
SC,2010,1,319.81
SC,2010,2,314.91
SC,2010,3,319.14
SC,2010,4,316.57
SC,2011,1,308.2
SC,2011,2,300.81
SC,2011,3,303.39
SC,2011,4,306.47
SC,2012,1,301.48
SC,2012,2,299.99
SC,2012,3,302.41
SC,2012,4,302.53
SC,2013,1,302.16
SC,2013,2,303.21
SC,2013,3,303.71
SC,2013,4,302.92
SC,2014,1,304.23
SC,2014,2,309.61
SC,2014,3,313.2
SC,2014,4,315.36
SC,2015,1,321.18
SC,2015,2,325.16
SC,2015,3,328.4
SC,2015,4,332.07
SC,2016,1,335.99
SC,2016,2,341.38
SC,2016,3,348.94
SC,2016,4,350.14
SC,2017,1,354.06
SC,2017,2,361.21
SC,2017,3,368.3
SC,2017,4,371.53
SC,2018,1,379.41
SC,2018,2,384.66
SC,2018,3,390.84
SC,2018,4,393.8
SC,2019,1,398.42
SC,2019,2,407.59
SC,2019,3,412.21
SC,2019,4,417.9
SC,2020,1,423.4
SC,2020,2,425.28
SD,1975,1,69.17
SD,1975,2,71.37
SD,1975,3,64.58
SD,1975,4,61.26
SD,1976,1,62.94
SD,1976,2,64.12
SD,1976,3,71.15
SD,1976,4,66.44
SD,1977,1,62.13
SD,1977,2,70.08
SD,1977,3,78.34
SD,1977,4,81.39
SD,1978,1,76.93
SD,1978,2,83.87
SD,1978,3,86.09
SD,1978,4,85.22
SD,1979,1,88.71
SD,1979,2,91.62
SD,1979,3,99.19
SD,1979,4,90.67
SD,1980,1,100
SD,1980,2,107.04
SD,1980,3,101.16
SD,1980,4,97.27
SD,1981,1,92.24
SD,1981,2,98.56
SD,1981,3,104.04
SD,1981,4,86.88
SD,1982,1,68.83
SD,1982,2,109.83
SD,1982,3,107.51
SD,1982,4,119.03
SD,1983,1,93.69
SD,1983,2,121.47
SD,1983,3,100.1
SD,1983,4,99.03
SD,1984,1,113.63
SD,1984,2,109.73
SD,1984,3,117.9
SD,1984,4,107.03
SD,1985,1,110.75
SD,1985,2,108.98
SD,1985,3,112.95
SD,1985,4,112.93
SD,1986,1,116.89
SD,1986,2,117.98
SD,1986,3,114.3
SD,1986,4,117
SD,1987,1,120.85
SD,1987,2,118.43
SD,1987,3,117.62
SD,1987,4,119.15
SD,1988,1,115.38
SD,1988,2,115.59
SD,1988,3,118.59
SD,1988,4,117.44
SD,1989,1,120.7
SD,1989,2,117.13
SD,1989,3,121.96
SD,1989,4,119.13
SD,1990,1,120.18
SD,1990,2,125.45
SD,1990,3,126.17
SD,1990,4,125.09
SD,1991,1,128.22
SD,1991,2,131.57
SD,1991,3,130.48
SD,1991,4,132.97
SD,1992,1,136.49
SD,1992,2,136.53
SD,1992,3,140.49
SD,1992,4,142.16
SD,1993,1,143.59
SD,1993,2,147.36
SD,1993,3,150.03
SD,1993,4,152.27
SD,1994,1,155.95
SD,1994,2,158.05
SD,1994,3,159.44
SD,1994,4,162.85
SD,1995,1,160.4
SD,1995,2,166.27
SD,1995,3,167.19
SD,1995,4,170.24
SD,1996,1,173.09
SD,1996,2,172.38
SD,1996,3,174.91
SD,1996,4,173.95
SD,1997,1,176.53
SD,1997,2,179.86
SD,1997,3,181.6
SD,1997,4,184.13
SD,1998,1,186.78
SD,1998,2,187.58
SD,1998,3,189.05
SD,1998,4,188.85
SD,1999,1,191.85
SD,1999,2,194.29
SD,1999,3,195.16
SD,1999,4,196.29
SD,2000,1,197.44
SD,2000,2,201.23
SD,2000,3,204.77
SD,2000,4,204.92
SD,2001,1,209.33
SD,2001,2,212.38
SD,2001,3,214.29
SD,2001,4,215.23
SD,2002,1,218.2
SD,2002,2,221.14
SD,2002,3,223.76
SD,2002,4,225.09
SD,2003,1,227.09
SD,2003,2,228.32
SD,2003,3,232.51
SD,2003,4,237.32
SD,2004,1,237.96
SD,2004,2,242.29
SD,2004,3,247.08
SD,2004,4,250.48
SD,2005,1,254.24
SD,2005,2,260.18
SD,2005,3,264.01
SD,2005,4,268.23
SD,2006,1,268.29
SD,2006,2,272.49
SD,2006,3,277.11
SD,2006,4,278.17
SD,2007,1,281.04
SD,2007,2,283.74
SD,2007,3,285.67
SD,2007,4,287.93
SD,2008,1,291.22
SD,2008,2,291.63
SD,2008,3,291.27
SD,2008,4,293.35
SD,2009,1,295.83
SD,2009,2,294.64
SD,2009,3,291.22
SD,2009,4,290.25
SD,2010,1,288.3
SD,2010,2,287.91
SD,2010,3,292.28
SD,2010,4,292.62
SD,2011,1,290.69
SD,2011,2,288.52
SD,2011,3,291.26
SD,2011,4,292.89
SD,2012,1,292.98
SD,2012,2,294.24
SD,2012,3,295.72
SD,2012,4,299.87
SD,2013,1,302.65
SD,2013,2,304.14
SD,2013,3,308.22
SD,2013,4,309.37
SD,2014,1,309.39
SD,2014,2,314.26
SD,2014,3,316.81
SD,2014,4,320.15
SD,2015,1,322.51
SD,2015,2,327.22
SD,2015,3,331.09
SD,2015,4,334.32
SD,2016,1,337.45
SD,2016,2,340.62
SD,2016,3,347.37
SD,2016,4,349.78
SD,2017,1,352.74
SD,2017,2,361.13
SD,2017,3,366.07
SD,2017,4,368.93
SD,2018,1,372.23
SD,2018,2,377.4
SD,2018,3,382.95
SD,2018,4,387.16
SD,2019,1,389.25
SD,2019,2,395.15
SD,2019,3,400.82
SD,2019,4,406.4
SD,2020,1,408.11
SD,2020,2,411.52
TN,1975,1,67.89
TN,1975,2,68.32
TN,1975,3,67.41
TN,1975,4,70.77
TN,1976,1,69.68
TN,1976,2,68.41
TN,1976,3,70.89
TN,1976,4,71.59
TN,1977,1,75.2
TN,1977,2,77.43
TN,1977,3,77.7
TN,1977,4,79.35
TN,1978,1,84.82
TN,1978,2,83.55
TN,1978,3,87.06
TN,1978,4,90.08
TN,1979,1,91.62
TN,1979,2,91.86
TN,1979,3,96.69
TN,1979,4,96.31
TN,1980,1,100
TN,1980,2,100.19
TN,1980,3,99.66
TN,1980,4,100.05
TN,1981,1,97.14
TN,1981,2,106.39
TN,1981,3,108.6
TN,1981,4,106.43
TN,1982,1,106.43
TN,1982,2,105.84
TN,1982,3,106.27
TN,1982,4,107.45
TN,1983,1,110.76
TN,1983,2,110.99
TN,1983,3,112.38
TN,1983,4,113.54
TN,1984,1,110.84
TN,1984,2,116.6
TN,1984,3,110.46
TN,1984,4,119.16
TN,1985,1,121.08
TN,1985,2,122.07
TN,1985,3,124.34
TN,1985,4,125.85
TN,1986,1,128.59
TN,1986,2,130.61
TN,1986,3,132.73
TN,1986,4,134.61
TN,1987,1,138.09
TN,1987,2,140.6
TN,1987,3,140.87
TN,1987,4,142.94
TN,1988,1,144.05
TN,1988,2,144.58
TN,1988,3,144.62
TN,1988,4,144.31
TN,1989,1,145.27
TN,1989,2,146.24
TN,1989,3,146.8
TN,1989,4,147.05
TN,1990,1,147.42
TN,1990,2,147.22
TN,1990,3,147.02
TN,1990,4,146.49
TN,1991,1,147.88
TN,1991,2,148.59
TN,1991,3,148.78
TN,1991,4,151.28
TN,1992,1,152.6
TN,1992,2,152.08
TN,1992,3,155.55
TN,1992,4,155.3
TN,1993,1,156.03
TN,1993,2,158.13
TN,1993,3,160.21
TN,1993,4,161.82
TN,1994,1,163.56
TN,1994,2,165.86
TN,1994,3,168.2
TN,1994,4,169.38
TN,1995,1,171.85
TN,1995,2,175.15
TN,1995,3,177.72
TN,1995,4,180.33
TN,1996,1,183.17
TN,1996,2,184.92
TN,1996,3,187.08
TN,1996,4,188.73
TN,1997,1,191.11
TN,1997,2,192.83
TN,1997,3,195.26
TN,1997,4,197.97
TN,1998,1,201.51
TN,1998,2,203.03
TN,1998,3,205.58
TN,1998,4,207.9
TN,1999,1,209.86
TN,1999,2,210.43
TN,1999,3,211.62
TN,1999,4,212.5
TN,2000,1,214.39
TN,2000,2,215.53
TN,2000,3,217.73
TN,2000,4,219.76
TN,2001,1,225.13
TN,2001,2,226.32
TN,2001,3,227.74
TN,2001,4,230.46
TN,2002,1,231.51
TN,2002,2,231.95
TN,2002,3,235.33
TN,2002,4,237.39
TN,2003,1,238.99
TN,2003,2,241
TN,2003,3,242.58
TN,2003,4,245.24
TN,2004,1,247.18
TN,2004,2,249.99
TN,2004,3,253.61
TN,2004,4,256.66
TN,2005,1,260.23
TN,2005,2,265.86
TN,2005,3,271.18
TN,2005,4,275.58
TN,2006,1,280.08
TN,2006,2,285.49
TN,2006,3,289.01
TN,2006,4,294.5
TN,2007,1,297.28
TN,2007,2,300.87
TN,2007,3,301.16
TN,2007,4,303.26
TN,2008,1,304.51
TN,2008,2,303.32
TN,2008,3,298.79
TN,2008,4,300.03
TN,2009,1,302.62
TN,2009,2,299.49
TN,2009,3,292.6
TN,2009,4,289.71
TN,2010,1,286.88
TN,2010,2,285.68
TN,2010,3,289.62
TN,2010,4,287.53
TN,2011,1,280.66
TN,2011,2,277.1
TN,2011,3,280.38
TN,2011,4,281.04
TN,2012,1,278.56
TN,2012,2,277.51
TN,2012,3,280.42
TN,2012,4,281.07
TN,2013,1,281.18
TN,2013,2,284
TN,2013,3,284.64
TN,2013,4,286.49
TN,2014,1,288.24
TN,2014,2,293.99
TN,2014,3,296.33
TN,2014,4,300.54
TN,2015,1,303.05
TN,2015,2,306.71
TN,2015,3,312.28
TN,2015,4,314.83
TN,2016,1,319
TN,2016,2,325.67
TN,2016,3,331.43
TN,2016,4,336.2
TN,2017,1,339.64
TN,2017,2,348.56
TN,2017,3,356.21
TN,2017,4,361.05
TN,2018,1,367.02
TN,2018,2,376.03
TN,2018,3,381.21
TN,2018,4,386.75
TN,2019,1,390.17
TN,2019,2,397.66
TN,2019,3,403.97
TN,2019,4,409.96
TN,2020,1,415.09
TN,2020,2,418.85
TX,1975,1,55.43
TX,1975,2,58.46
TX,1975,3,56.31
TX,1975,4,59.49
TX,1976,1,59.11
TX,1976,2,63.73
TX,1976,3,63.41
TX,1976,4,63.23
TX,1977,1,66.11
TX,1977,2,71.22
TX,1977,3,69.42
TX,1977,4,73.32
TX,1978,1,76.5
TX,1978,2,78.92
TX,1978,3,81.56
TX,1978,4,85.6
TX,1979,1,88.77
TX,1979,2,92.18
TX,1979,3,94.89
TX,1979,4,96.8
TX,1980,1,100
TX,1980,2,104.75
TX,1980,3,104.34
TX,1980,4,106.15
TX,1981,1,105.43
TX,1981,2,111.94
TX,1981,3,115.52
TX,1981,4,120.39
TX,1982,1,124.19
TX,1982,2,124.95
TX,1982,3,124
TX,1982,4,126.93
TX,1983,1,127.39
TX,1983,2,127.23
TX,1983,3,126.97
TX,1983,4,127.32
TX,1984,1,126.19
TX,1984,2,127.39
TX,1984,3,129.75
TX,1984,4,129.26
TX,1985,1,127.91
TX,1985,2,128.89
TX,1985,3,128.93
TX,1985,4,127.78
TX,1986,1,130.6
TX,1986,2,132.73
TX,1986,3,130.03
TX,1986,4,127.63
TX,1987,1,127.98
TX,1987,2,124.13
TX,1987,3,119.27
TX,1987,4,115.69
TX,1988,1,115.67
TX,1988,2,117.52
TX,1988,3,114.75
TX,1988,4,113.77
TX,1989,1,114.02
TX,1989,2,114.95
TX,1989,3,117.24
TX,1989,4,116.86
TX,1990,1,116.48
TX,1990,2,117.42
TX,1990,3,118.05
TX,1990,4,117.16
TX,1991,1,118.62
TX,1991,2,119.91
TX,1991,3,119.88
TX,1991,4,121.32
TX,1992,1,123.33
TX,1992,2,122.8
TX,1992,3,124.91
TX,1992,4,125.51
TX,1993,1,125.89
TX,1993,2,126.95
TX,1993,3,128.44
TX,1993,4,129.71
TX,1994,1,130.38
TX,1994,2,130.7
TX,1994,3,130.8
TX,1994,4,130.14
TX,1995,1,130.24
TX,1995,2,132.48
TX,1995,3,134.06
TX,1995,4,135.01
TX,1996,1,136.37
TX,1996,2,136.14
TX,1996,3,136.5
TX,1996,4,136.92
TX,1997,1,137.64
TX,1997,2,138.7
TX,1997,3,140.03
TX,1997,4,141.67
TX,1998,1,143.88
TX,1998,2,144.87
TX,1998,3,147.23
TX,1998,4,148.81
TX,1999,1,150.17
TX,1999,2,153.1
TX,1999,3,155.6
TX,1999,4,157.53
TX,2000,1,159.85
TX,2000,2,162.5
TX,2000,3,164.92
TX,2000,4,166.87
TX,2001,1,171.58
TX,2001,2,173.84
TX,2001,3,175.14
TX,2001,4,177.13
TX,2002,1,177.62
TX,2002,2,179.15
TX,2002,3,181.91
TX,2002,4,183.83
TX,2003,1,184.73
TX,2003,2,185.91
TX,2003,3,186.5
TX,2003,4,187.61
TX,2004,1,188.52
TX,2004,2,190.41
TX,2004,3,191.96
TX,2004,4,194.14
TX,2005,1,195.15
TX,2005,2,198.28
TX,2005,3,201.47
TX,2005,4,203.82
TX,2006,1,206.18
TX,2006,2,209.44
TX,2006,3,212.55
TX,2006,4,215.43
TX,2007,1,218.24
TX,2007,2,221.92
TX,2007,3,222.61
TX,2007,4,224.3
TX,2008,1,225.65
TX,2008,2,226.23
TX,2008,3,225.44
TX,2008,4,225.85
TX,2009,1,228.55
TX,2009,2,226.95
TX,2009,3,224.71
TX,2009,4,224.11
TX,2010,1,222.68
TX,2010,2,222.83
TX,2010,3,224.19
TX,2010,4,223.2
TX,2011,1,219.95
TX,2011,2,218.88
TX,2011,3,220.68
TX,2011,4,220.88
TX,2012,1,220.69
TX,2012,2,222.28
TX,2012,3,224.16
TX,2012,4,225.92
TX,2013,1,227.51
TX,2013,2,231.61
TX,2013,3,235.63
TX,2013,4,238.32
TX,2014,1,242.38
TX,2014,2,248.73
TX,2014,3,253
TX,2014,4,256.07
TX,2015,1,259.9
TX,2015,2,266.56
TX,2015,3,272.13
TX,2015,4,274.97
TX,2016,1,278.94
TX,2016,2,286.09
TX,2016,3,292.03
TX,2016,4,295.5
TX,2017,1,299.59
TX,2017,2,308.87
TX,2017,3,313.99
TX,2017,4,317.01
TX,2018,1,321.37
TX,2018,2,328.97
TX,2018,3,333.58
TX,2018,4,334.92
TX,2019,1,338.87
TX,2019,2,345.59
TX,2019,3,350.55
TX,2019,4,353.19
TX,2020,1,356.05
TX,2020,2,358.02
UT,1975,1,55.01
UT,1975,2,57.2
UT,1975,3,55.32
UT,1975,4,60.1
UT,1976,1,61.42
UT,1976,2,61.14
UT,1976,3,64.73
UT,1976,4,64.31
UT,1977,1,69.09
UT,1977,2,70.79
UT,1977,3,74.72
UT,1977,4,74.85
UT,1978,1,81.84
UT,1978,2,83.82
UT,1978,3,86.94
UT,1978,4,89.99
UT,1979,1,94.42
UT,1979,2,97.16
UT,1979,3,98.02
UT,1979,4,99.4
UT,1980,1,100
UT,1980,2,97.58
UT,1980,3,104.3
UT,1980,4,103.81
UT,1981,1,105.42
UT,1981,2,109.69
UT,1981,3,108.79
UT,1981,4,112.2
UT,1982,1,106.05
UT,1982,2,109.42
UT,1982,3,111.69
UT,1982,4,114.72
UT,1983,1,114.52
UT,1983,2,115.38
UT,1983,3,111.56
UT,1983,4,113.09
UT,1984,1,112.06
UT,1984,2,113.97
UT,1984,3,114.59
UT,1984,4,112.08
UT,1985,1,116.59
UT,1985,2,115.94
UT,1985,3,116.35
UT,1985,4,115.32
UT,1986,1,119.17
UT,1986,2,118.85
UT,1986,3,118.07
UT,1986,4,117.98
UT,1987,1,119.3
UT,1987,2,118.08
UT,1987,3,113.63
UT,1987,4,112.83
UT,1988,1,112.68
UT,1988,2,113.95
UT,1988,3,112.25
UT,1988,4,112.3
UT,1989,1,113.31
UT,1989,2,113.44
UT,1989,3,115.64
UT,1989,4,115.49
UT,1990,1,116.54
UT,1990,2,118.04
UT,1990,3,119.2
UT,1990,4,118.99
UT,1991,1,122.65
UT,1991,2,124.81
UT,1991,3,124.97
UT,1991,4,127.81
UT,1992,1,129.7
UT,1992,2,131.76
UT,1992,3,133.93
UT,1992,4,137.47
UT,1993,1,140.39
UT,1993,2,144.87
UT,1993,3,150.08
UT,1993,4,155.65
UT,1994,1,161.92
UT,1994,2,170.96
UT,1994,3,176.65
UT,1994,4,179.76
UT,1995,1,184.4
UT,1995,2,189.54
UT,1995,3,196.08
UT,1995,4,200.14
UT,1996,1,204.75
UT,1996,2,207.12
UT,1996,3,210.67
UT,1996,4,214.45
UT,1997,1,217.99
UT,1997,2,219.19
UT,1997,3,223.56
UT,1997,4,227.44
UT,1998,1,230.11
UT,1998,2,232.3
UT,1998,3,234.48
UT,1998,4,236.81
UT,1999,1,238.11
UT,1999,2,237.08
UT,1999,3,234.37
UT,1999,4,235.38
UT,2000,1,236.53
UT,2000,2,236.5
UT,2000,3,239
UT,2000,4,242.42
UT,2001,1,247.81
UT,2001,2,248.36
UT,2001,3,248.53
UT,2001,4,251.15
UT,2002,1,250.74
UT,2002,2,250.23
UT,2002,3,253.37
UT,2002,4,254.68
UT,2003,1,255.35
UT,2003,2,256.27
UT,2003,3,256.95
UT,2003,4,257.15
UT,2004,1,259.67
UT,2004,2,262.06
UT,2004,3,265.47
UT,2004,4,270.5
UT,2005,1,275.51
UT,2005,2,284.26
UT,2005,3,294.69
UT,2005,4,304.59
UT,2006,1,314.93
UT,2006,2,328.24
UT,2006,3,342.67
UT,2006,4,355.84
UT,2007,1,366.64
UT,2007,2,375.57
UT,2007,3,380.09
UT,2007,4,383.05
UT,2008,1,381.99
UT,2008,2,375.86
UT,2008,3,364.41
UT,2008,4,363.54
UT,2009,1,360.68
UT,2009,2,346.91
UT,2009,3,331.86
UT,2009,4,328.17
UT,2010,1,323.12
UT,2010,2,318.44
UT,2010,3,321.13
UT,2010,4,319.39
UT,2011,1,305.24
UT,2011,2,298.85
UT,2011,3,304.09
UT,2011,4,305.24
UT,2012,1,304.57
UT,2012,2,302.93
UT,2012,3,309
UT,2012,4,314.41
UT,2013,1,317.35
UT,2013,2,326.25
UT,2013,3,334.4
UT,2013,4,338.67
UT,2014,1,340.99
UT,2014,2,347.37
UT,2014,3,351.11
UT,2014,4,354.93
UT,2015,1,358.34
UT,2015,2,364.6
UT,2015,3,371.81
UT,2015,4,376.88
UT,2016,1,382.43
UT,2016,2,391.39
UT,2016,3,400.04
UT,2016,4,404.98
UT,2017,1,413.49
UT,2017,2,427.3
UT,2017,3,437.45
UT,2017,4,443.31
UT,2018,1,453.51
UT,2018,2,468.84
UT,2018,3,479.14
UT,2018,4,485.25
UT,2019,1,493.39
UT,2019,2,503.83
UT,2019,3,511.89
UT,2019,4,519.95
UT,2020,1,525.45
UT,2020,2,533.83
VA,1975,1,70.19
VA,1975,2,66.7
VA,1975,3,67.61
VA,1975,4,67.78
VA,1976,1,69.23
VA,1976,2,68.69
VA,1976,3,70.55
VA,1976,4,72.05
VA,1977,1,73.11
VA,1977,2,74.97
VA,1977,3,77.53
VA,1977,4,79.05
VA,1978,1,80.35
VA,1978,2,83.53
VA,1978,3,86.25
VA,1978,4,89.34
VA,1979,1,89.59
VA,1979,2,91.66
VA,1979,3,94.61
VA,1979,4,95.69
VA,1980,1,100
VA,1980,2,101.04
VA,1980,3,104.4
VA,1980,4,104.15
VA,1981,1,106.08
VA,1981,2,105.4
VA,1981,3,106.17
VA,1981,4,109.34
VA,1982,1,108.02
VA,1982,2,107.92
VA,1982,3,104.26
VA,1982,4,113.33
VA,1983,1,115.43
VA,1983,2,118.37
VA,1983,3,118.72
VA,1983,4,118.65
VA,1984,1,121.57
VA,1984,2,123.29
VA,1984,3,124.99
VA,1984,4,124.57
VA,1985,1,127.5
VA,1985,2,129.72
VA,1985,3,131.52
VA,1985,4,132.33
VA,1986,1,134.64
VA,1986,2,137.07
VA,1986,3,140.06
VA,1986,4,142.44
VA,1987,1,145.55
VA,1987,2,149.49
VA,1987,3,156.67
VA,1987,4,160.24
VA,1988,1,164.93
VA,1988,2,170.47
VA,1988,3,174.46
VA,1988,4,177.92
VA,1989,1,181.18
VA,1989,2,185.02
VA,1989,3,187.59
VA,1989,4,189.02
VA,1990,1,188.96
VA,1990,2,189.25
VA,1990,3,188.66
VA,1990,4,186.52
VA,1991,1,187.74
VA,1991,2,188.43
VA,1991,3,186.96
VA,1991,4,190.39
VA,1992,1,191.61
VA,1992,2,189.82
VA,1992,3,192.31
VA,1992,4,192.9
VA,1993,1,192.39
VA,1993,2,193.56
VA,1993,3,193.92
VA,1993,4,195.01
VA,1994,1,195.39
VA,1994,2,195.15
VA,1994,3,194.94
VA,1994,4,194.72
VA,1995,1,194.14
VA,1995,2,196.72
VA,1995,3,199.05
VA,1995,4,199.85
VA,1996,1,202.13
VA,1996,2,201.68
VA,1996,3,200.73
VA,1996,4,202.41
VA,1997,1,203.79
VA,1997,2,204.26
VA,1997,3,206.54
VA,1997,4,208.6
VA,1998,1,210.42
VA,1998,2,211.35
VA,1998,3,212.84
VA,1998,4,214.86
VA,1999,1,216.93
VA,1999,2,219.54
VA,1999,3,223.25
VA,1999,4,226.26
VA,2000,1,230.04
VA,2000,2,234.73
VA,2000,3,238.89
VA,2000,4,242.97
VA,2001,1,249
VA,2001,2,254.76
VA,2001,3,260.44
VA,2001,4,264.07
VA,2002,1,269.28
VA,2002,2,276.83
VA,2002,3,283.86
VA,2002,4,287.76
VA,2003,1,292.14
VA,2003,2,296.88
VA,2003,3,303.98
VA,2003,4,316.34
VA,2004,1,324.32
VA,2004,2,336.82
VA,2004,3,358.29
VA,2004,4,370.67
VA,2005,1,385.49
VA,2005,2,407.35
VA,2005,3,426.79
VA,2005,4,438.81
VA,2006,1,448.7
VA,2006,2,457.09
VA,2006,3,459.96
VA,2006,4,466.37
VA,2007,1,468.45
VA,2007,2,469.61
VA,2007,3,463.72
VA,2007,4,462.56
VA,2008,1,460.14
VA,2008,2,447.04
VA,2008,3,434.71
VA,2008,4,431.17
VA,2009,1,432.9
VA,2009,2,422
VA,2009,3,412.38
VA,2009,4,409.19
VA,2010,1,403.68
VA,2010,2,401.18
VA,2010,3,405.24
VA,2010,4,402.96
VA,2011,1,393.56
VA,2011,2,388.88
VA,2011,3,392
VA,2011,4,394.83
VA,2012,1,390.45
VA,2012,2,387.85
VA,2012,3,392.67
VA,2012,4,394.38
VA,2013,1,393.77
