state,year,quarter,HPI
MT,2005,2,306.64
MT,2005,3,315.58
MT,2005,4,326.03
MT,2006,1,332.58
MT,2006,2,342.67
MT,2006,3,351.74
MT,2006,4,358.05
MT,2007,1,364.86
MT,2007,2,369.78
MT,2007,3,373.37
MT,2007,4,375.75
MT,2008,1,379.34
MT,2008,2,377.62
MT,2008,3,371.52
MT,2008,4,374.77
MT,2009,1,376.69
MT,2009,2,371.66
MT,2009,3,362.75
MT,2009,4,360.15
MT,2010,1,353.57
MT,2010,2,349.7
MT,2010,3,354.35
MT,2010,4,353.2
MT,2011,1,342.33
MT,2011,2,341.28
MT,2011,3,342.81
MT,2011,4,344.3
MT,2012,1,345.85
MT,2012,2,345.29
MT,2012,3,348.69
MT,2012,4,353.46
MT,2013,1,356.66
MT,2013,2,359.35
MT,2013,3,363.91
MT,2013,4,364.57
MT,2014,1,368.83
MT,2014,2,371.12
MT,2014,3,379.05
MT,2014,4,380.9
MT,2015,1,383.78
MT,2015,2,389.89
MT,2015,3,394.34
MT,2015,4,397.74
MT,2016,1,401.91
MT,2016,2,403.83
MT,2016,3,412.42
MT,2016,4,412.68
MT,2017,1,418.51
MT,2017,2,423.22
MT,2017,3,433.08
MT,2017,4,436.17
MT,2018,1,442.02
MT,2018,2,451.07
MT,2018,3,456.99
MT,2018,4,463.26
MT,2019,1,465.21
MT,2019,2,474.63
MT,2019,3,484.81
MT,2019,4,487.72
MT,2020,1,496.74
MT,2020,2,495.88
NC,1975,1,66.03
NC,1975,2,67.08
NC,1975,3,68.49
NC,1975,4,70.44
NC,1976,1,69.66
NC,1976,2,69.8
NC,1976,3,70.45
NC,1976,4,70.58
NC,1977,1,75.03
NC,1977,2,73.91
NC,1977,3,76.72
NC,1977,4,81.23
NC,1978,1,82.88
NC,1978,2,83.05
NC,1978,3,86.67
NC,1978,4,87.29
NC,1979,1,90.35
NC,1979,2,91.91
NC,1979,3,96.12
NC,1979,4,96.37
NC,1980,1,100
NC,1980,2,98.21
NC,1980,3,101.3
NC,1980,4,102.61
NC,1981,1,105.61
NC,1981,2,106.2
NC,1981,3,105.89
NC,1981,4,104.39
NC,1982,1,107.01
NC,1982,2,109.38
NC,1982,3,109.4
NC,1982,4,111.79
NC,1983,1,112.8
NC,1983,2,111.27
NC,1983,3,113.85
NC,1983,4,115.28
NC,1984,1,117.9
NC,1984,2,122.2
NC,1984,3,121.61
NC,1984,4,124.85
NC,1985,1,127.63
NC,1985,2,130.05
NC,1985,3,132.87
NC,1985,4,134.68
NC,1986,1,135.89
NC,1986,2,138.45
NC,1986,3,140.91
NC,1986,4,142.74
NC,1987,1,145.41
NC,1987,2,146.98
NC,1987,3,149.35
NC,1987,4,150.4
NC,1988,1,151.43
NC,1988,2,153.92
NC,1988,3,155.29
NC,1988,4,156.03
NC,1989,1,156.58
NC,1989,2,157.4
NC,1989,3,160.14
NC,1989,4,160.57
NC,1990,1,160.94
NC,1990,2,161.35
NC,1990,3,162.83
NC,1990,4,162.74
NC,1991,1,163.71
NC,1991,2,164.95
NC,1991,3,165.23
NC,1991,4,167.61
NC,1992,1,168.73
NC,1992,2,169.09
NC,1992,3,171.11
NC,1992,4,171.83
NC,1993,1,172.26
NC,1993,2,173.82
NC,1993,3,175.59
NC,1993,4,177.05
NC,1994,1,178.58
NC,1994,2,181.3
NC,1994,3,183.68
NC,1994,4,185.85
NC,1995,1,187.4
NC,1995,2,189.99
NC,1995,3,193.19
NC,1995,4,195.1
NC,1996,1,197.44
NC,1996,2,199.26
NC,1996,3,201.65
NC,1996,4,203.25
NC,1997,1,205.86
NC,1997,2,208.36
NC,1997,3,211.36
NC,1997,4,214.5
NC,1998,1,217.17
NC,1998,2,218.69
NC,1998,3,221.93
NC,1998,4,224.15
NC,1999,1,226.09
NC,1999,2,228.48
NC,1999,3,229.81
NC,1999,4,230.9
NC,2000,1,233.01
NC,2000,2,235.92
NC,2000,3,238.98
NC,2000,4,241.55
NC,2001,1,246.83
NC,2001,2,249
NC,2001,3,250.95
NC,2001,4,253.29
NC,2002,1,254.83
NC,2002,2,255.94
NC,2002,3,259.45
NC,2002,4,261.2
NC,2003,1,263.35
NC,2003,2,265.11
NC,2003,3,266.41
NC,2003,4,268.83
NC,2004,1,271.88
NC,2004,2,274.38
NC,2004,3,277.25
NC,2004,4,281.94
NC,2005,1,286.41
NC,2005,2,290.29
NC,2005,3,296.83
NC,2005,4,303.11
NC,2006,1,308.01
NC,2006,2,312.4
NC,2006,3,317.63
NC,2006,4,323.48
NC,2007,1,328.64
NC,2007,2,331.77
NC,2007,3,332.99
NC,2007,4,335.64
NC,2008,1,338.4
NC,2008,2,337.74
NC,2008,3,333.6
NC,2008,4,333.39
NC,2009,1,337.22
NC,2009,2,331.42
NC,2009,3,323.65
NC,2009,4,319.8
NC,2010,1,314.41
NC,2010,2,311.84
NC,2010,3,313.93
NC,2010,4,312.2
NC,2011,1,305.26
NC,2011,2,299.12
NC,2011,3,300.59
NC,2011,4,301.65
NC,2012,1,297.52
NC,2012,2,293.97
NC,2012,3,297.01
NC,2012,4,298.24
NC,2013,1,297.71
NC,2013,2,299.28
NC,2013,3,300.15
NC,2013,4,299.4
NC,2014,1,301.34
NC,2014,2,305.36
NC,2014,3,308.4
NC,2014,4,309.72
NC,2015,1,314.29
NC,2015,2,318.47
NC,2015,3,321.16
NC,2015,4,324.5
NC,2016,1,328.31
NC,2016,2,333.6
NC,2016,3,340.47
NC,2016,4,341.99
NC,2017,1,344.15
NC,2017,2,355.09
NC,2017,3,360.03
NC,2017,4,361.78
NC,2018,1,368.8
NC,2018,2,378.78
NC,2018,3,383.31
NC,2018,4,386.68
NC,2019,1,392.66
NC,2019,2,399.61
NC,2019,3,404.36
NC,2019,4,409.96
NC,2020,1,415.42
NC,2020,2,418.54
ND,1975,1,67.85
ND,1975,2,59.79
ND,1975,3,65.6
ND,1975,4,63.62
ND,1976,1,74.67
ND,1976,2,72.7
ND,1976,3,71.98
ND,1976,4,73.41
ND,1977,1,82.18
ND,1977,2,86.41
ND,1977,3,79.8
ND,1977,4,77.65
ND,1978,1,87.96
ND,1978,2,82.41
ND,1978,3,90.61
ND,1978,4,86.68
ND,1979,1,97.19
ND,1979,2,98.91
ND,1979,3,97.33
ND,1979,4,99.95
ND,1980,1,100
ND,1980,2,107.6
ND,1980,3,99.88
ND,1980,4,93.8
ND,1981,1,102.66
ND,1981,2,97.06
ND,1981,3,116.46
ND,1981,4,109.66
ND,1982,1,99.02
ND,1982,2,84.1
ND,1982,3,72.74
ND,1982,4,88.26
ND,1983,1,99.35
ND,1983,2,106.63
ND,1983,3,90.33
ND,1983,4,109.41
ND,1984,1,118.35
ND,1984,2,112.83
ND,1984,3,114.71
ND,1984,4,109.01
ND,1985,1,109.72
ND,1985,2,110.31
ND,1985,3,113.12
ND,1985,4,108.91
ND,1986,1,113.25
ND,1986,2,112.45
ND,1986,3,111.74
ND,1986,4,109.45
ND,1987,1,113.39
ND,1987,2,110.57
ND,1987,3,110.75
ND,1987,4,110.39
ND,1988,1,107.81
ND,1988,2,109.13
ND,1988,3,109.7
ND,1988,4,105
ND,1989,1,108.91
ND,1989,2,108.2
ND,1989,3,110.67
ND,1989,4,111.6
ND,1990,1,111.24
ND,1990,2,110.86
ND,1990,3,112.34
ND,1990,4,111.02
ND,1991,1,113.16
ND,1991,2,114.35
ND,1991,3,114.48
ND,1991,4,115.58
ND,1992,1,117.97
ND,1992,2,118.06
ND,1992,3,119.53
ND,1992,4,120.57
ND,1993,1,121.38
ND,1993,2,124.17
ND,1993,3,126.48
ND,1993,4,127.1
ND,1994,1,128.79
ND,1994,2,132.42
ND,1994,3,134.12
ND,1994,4,134.49
ND,1995,1,136.94
ND,1995,2,138.22
ND,1995,3,139.89
ND,1995,4,140.81
ND,1996,1,144.15
ND,1996,2,142.83
ND,1996,3,145.31
ND,1996,4,145.19
ND,1997,1,145.7
ND,1997,2,146.27
ND,1997,3,148.52
ND,1997,4,150.68
ND,1998,1,153.29
ND,1998,2,154.66
ND,1998,3,156.58
ND,1998,4,157.31
ND,1999,1,157.51
ND,1999,2,158.05
ND,1999,3,158.56
ND,1999,4,157.08
ND,2000,1,158.91
ND,2000,2,159.98
ND,2000,3,161.62
ND,2000,4,163.05
ND,2001,1,167.1
ND,2001,2,168.26
ND,2001,3,169.63
ND,2001,4,171.02
ND,2002,1,172.94
ND,2002,2,174.52
ND,2002,3,178.37
ND,2002,4,180.29
ND,2003,1,181.52
ND,2003,2,184.24
ND,2003,3,186.76
ND,2003,4,190.43
ND,2004,1,192.48
ND,2004,2,195.67
ND,2004,3,201.44
ND,2004,4,205.69
ND,2005,1,206.97
ND,2005,2,213.4
ND,2005,3,218.18
ND,2005,4,220.9
ND,2006,1,222.12
ND,2006,2,228.53
ND,2006,3,231.37
ND,2006,4,231.45
ND,2007,1,236.56
ND,2007,2,239.25
ND,2007,3,241.18
ND,2007,4,241.82
ND,2008,1,246.18
ND,2008,2,246.85
ND,2008,3,246.85
ND,2008,4,249.02
ND,2009,1,250.61
ND,2009,2,250.34
ND,2009,3,249.9
ND,2009,4,252.08
ND,2010,1,252.15
ND,2010,2,251.8
ND,2010,3,254.1
ND,2010,4,256.86
ND,2011,1,258.42
ND,2011,2,262.15
ND,2011,3,264.8
ND,2011,4,267.1
ND,2012,1,269.13
ND,2012,2,276.83
ND,2012,3,281.4
ND,2012,4,288.74
ND,2013,1,293.75
ND,2013,2,300.14
ND,2013,3,311.44
ND,2013,4,315.98
ND,2014,1,319.29
ND,2014,2,323.45
ND,2014,3,331.1
ND,2014,4,335.87
ND,2015,1,339.59
ND,2015,2,342.83
ND,2015,3,349.6
ND,2015,4,351.43
ND,2016,1,350.18
ND,2016,2,353.52
ND,2016,3,357.89
ND,2016,4,357.19
ND,2017,1,359.18
ND,2017,2,358.67
ND,2017,3,362.24
ND,2017,4,361.85
ND,2018,1,361.54
ND,2018,2,366.31
ND,2018,3,364.74
ND,2018,4,366.74
ND,2019,1,368.7
ND,2019,2,375.52
ND,2019,3,378
ND,2019,4,380.37
ND,2020,1,380.6
ND,2020,2,380.08
NE,1975,1,63.78
NE,1975,2,63.15
NE,1975,3,61.18
NE,1975,4,68.07
NE,1976,1,67.28
NE,1976,2,67.39
NE,1976,3,67.75
NE,1976,4,70.56
NE,1977,1,72.16
NE,1977,2,74.52
NE,1977,3,78.4
NE,1977,4,79.68
NE,1978,1,78.94
NE,1978,2,85.86
NE,1978,3,86.6
NE,1978,4,86.78
NE,1979,1,92.73
NE,1979,2,94.24
NE,1979,3,97.88
NE,1979,4,97.75
NE,1980,1,100
NE,1980,2,103.37
NE,1980,3,101.79
NE,1980,4,105.83
NE,1981,1,103.28
NE,1981,2,102.99
NE,1981,3,100.83
NE,1981,4,100.4
NE,1982,1,106.41
NE,1982,2,107.08
NE,1982,3,109.14
NE,1982,4,108.83
NE,1983,1,109.27
NE,1983,2,109.18
NE,1983,3,111.35
NE,1983,4,111.95
NE,1984,1,110.29
NE,1984,2,112.84
NE,1984,3,112.22
NE,1984,4,111.87
NE,1985,1,111.37
NE,1985,2,113
NE,1985,3,113.04
NE,1985,4,114.14
NE,1986,1,115.43
NE,1986,2,115.61
NE,1986,3,115.73
NE,1986,4,116.98
NE,1987,1,117.5
NE,1987,2,116.87
NE,1987,3,115.41
NE,1987,4,116.11
NE,1988,1,117.17
NE,1988,2,117.8
NE,1988,3,118.43
NE,1988,4,118.31
NE,1989,1,119.41
NE,1989,2,120.53
NE,1989,3,121.74
NE,1989,4,122.74
NE,1990,1,123.54
NE,1990,2,125.62
NE,1990,3,126.97
NE,1990,4,126.99
NE,1991,1,128.15
NE,1991,2,129.49
NE,1991,3,130.72
NE,1991,4,131.46
NE,1992,1,133.23
NE,1992,2,135.11
NE,1992,3,137.19
NE,1992,4,138.1
NE,1993,1,139.35
NE,1993,2,141
NE,1993,3,143.25
NE,1993,4,145.43
NE,1994,1,147.38
NE,1994,2,152.21
NE,1994,3,155.85
NE,1994,4,155.85
NE,1995,1,157.61
NE,1995,2,160.65
NE,1995,3,162.99
NE,1995,4,164.06
NE,1996,1,166
NE,1996,2,169.48
NE,1996,3,172.01
NE,1996,4,172.98
NE,1997,1,174.46
NE,1997,2,177.97
NE,1997,3,180.04
NE,1997,4,182.46
NE,1998,1,184.17
NE,1998,2,185.27
NE,1998,3,188.05
NE,1998,4,190.29
NE,1999,1,191.67
NE,1999,2,195.23
NE,1999,3,196.02
NE,1999,4,197.37
NE,2000,1,198.56
NE,2000,2,201.34
NE,2000,3,203.18
NE,2000,4,204.67
NE,2001,1,207.3
NE,2001,2,209.56
NE,2001,3,211.39
NE,2001,4,213.06
NE,2002,1,214.77
NE,2002,2,216.11
NE,2002,3,218.16
NE,2002,4,219.62
NE,2003,1,220.78
NE,2003,2,222.03
NE,2003,3,224.42
NE,2003,4,228.05
NE,2004,1,229.24
NE,2004,2,232.49
NE,2004,3,237.15
NE,2004,4,239.04
NE,2005,1,240.7
NE,2005,2,244.19
NE,2005,3,247.65
NE,2005,4,246.81
NE,2006,1,246.96
NE,2006,2,249.42
NE,2006,3,250.44
NE,2006,4,250.76
NE,2007,1,251.67
NE,2007,2,253.51
NE,2007,3,252.32
NE,2007,4,252.03
NE,2008,1,254
NE,2008,2,251.86
NE,2008,3,249.58
NE,2008,4,251.02
NE,2009,1,252.9
NE,2009,2,251.75
NE,2009,3,249.24
NE,2009,4,249.02
NE,2010,1,246.8
NE,2010,2,248.59
NE,2010,3,250.77
NE,2010,4,249.4
NE,2011,1,247.29
NE,2011,2,246.36
NE,2011,3,248.74
NE,2011,4,250.46
NE,2012,1,250.11
NE,2012,2,250.49
NE,2012,3,251.59
NE,2012,4,252.78
NE,2013,1,254.29
NE,2013,2,256.92
NE,2013,3,258.8
NE,2013,4,260.43
NE,2014,1,260.53
NE,2014,2,266.12
NE,2014,3,268.66
NE,2014,4,270.18
NE,2015,1,271.91
NE,2015,2,277.14
NE,2015,3,282
NE,2015,4,282.8
NE,2016,1,283.23
NE,2016,2,288.98
NE,2016,3,294.05
NE,2016,4,295.02
NE,2017,1,299.06
NE,2017,2,307.79
NE,2017,3,312.03
NE,2017,4,314.3
NE,2018,1,318.03
NE,2018,2,324.92
NE,2018,3,330
NE,2018,4,331.64
NE,2019,1,335.78
NE,2019,2,343.58
NE,2019,3,345.57
NE,2019,4,347.99
NE,2020,1,351.86
NE,2020,2,352.88
NH,1975,1,58.75
NH,1975,2,71.15
NH,1975,3,61.57
NH,1975,4,45.24
NH,1976,1,72.26
NH,1976,2,55.71
NH,1976,3,66.86
NH,1976,4,69.09
NH,1977,1,64.5
NH,1977,2,67.31
NH,1977,3,71.09
NH,1977,4,76.1
NH,1978,1,76.8
NH,1978,2,71.96
NH,1978,3,83.8
NH,1978,4,86.22
NH,1979,1,89.07
NH,1979,2,93.18
NH,1979,3,96.96
NH,1979,4,94.73
NH,1980,1,100
NH,1980,2,97.5
NH,1980,3,102.95
NH,1980,4,98.24
NH,1981,1,98.65
NH,1981,2,100.65
NH,1981,3,99.66
NH,1981,4,108.19
NH,1982,1,106.39
NH,1982,2,100.2
NH,1982,3,109.1
NH,1982,4,106.24
NH,1983,1,108.61
NH,1983,2,112.34
NH,1983,3,115.94
NH,1983,4,117.7
NH,1984,1,122.42
NH,1984,2,127.75
NH,1984,3,133.29
NH,1984,4,137.38
NH,1985,1,141.76
NH,1985,2,152.02
NH,1985,3,159.79
NH,1985,4,169.87
NH,1986,1,178.07
NH,1986,2,186.43
NH,1986,3,195.22
NH,1986,4,206.23
NH,1987,1,211.56
NH,1987,2,220.51
NH,1987,3,222.78
NH,1987,4,226.85
NH,1988,1,226.33
NH,1988,2,229.16
NH,1988,3,229.13
NH,1988,4,228.78
NH,1989,1,229.36
NH,1989,2,225.88
NH,1989,3,229.86
NH,1989,4,230.13
NH,1990,1,225.42
NH,1990,2,216
NH,1990,3,211.26
NH,1990,4,204.03
NH,1991,1,201.26
NH,1991,2,198.17
NH,1991,3,193.95
NH,1991,4,194.41
NH,1992,1,194.46
NH,1992,2,190.1
NH,1992,3,189.19
NH,1992,4,189.32
NH,1993,1,187.55
NH,1993,2,189.76
NH,1993,3,190.1
NH,1993,4,190.63
NH,1994,1,191.18
NH,1994,2,187.8
NH,1994,3,185.15
NH,1994,4,184.43
NH,1995,1,185.09
NH,1995,2,187.71
NH,1995,3,191.57
NH,1995,4,194.19
NH,1996,1,194.99
NH,1996,2,194.48
NH,1996,3,196.85
NH,1996,4,197.97
NH,1997,1,199.44
NH,1997,2,202.18
NH,1997,3,204.55
NH,1997,4,207.65
NH,1998,1,210.63
NH,1998,2,214.7
NH,1998,3,218.59
NH,1998,4,222.36
NH,1999,1,225.64
NH,1999,2,232.12
NH,1999,3,239.48
NH,1999,4,244.01
NH,2000,1,253.5
NH,2000,2,262.25
NH,2000,3,271.86
NH,2000,4,279.41
NH,2001,1,285.69
NH,2001,2,295.44
NH,2001,3,305.8
NH,2001,4,311.2
NH,2002,1,319.73
NH,2002,2,331.06
NH,2002,3,341.28
NH,2002,4,349
NH,2003,1,354.43
NH,2003,2,359.89
NH,2003,3,369.29
NH,2003,4,383.82
NH,2004,1,389.44
NH,2004,2,399.91
NH,2004,3,417.65
NH,2004,4,425.74
NH,2005,1,436.93
NH,2005,2,447.38
NH,2005,3,457.98
NH,2005,4,463.26
NH,2006,1,466.86
NH,2006,2,464.18
NH,2006,3,462.2
NH,2006,4,465.21
NH,2007,1,463.7
NH,2007,2,460.81
NH,2007,3,453.21
NH,2007,4,452.78
NH,2008,1,453.05
NH,2008,2,441.25
NH,2008,3,425.81
NH,2008,4,424.41
NH,2009,1,425.79
NH,2009,2,413.56
NH,2009,3,400.1
NH,2009,4,397.89
NH,2010,1,393.84
NH,2010,2,391.34
NH,2010,3,395.78
NH,2010,4,393.49
NH,2011,1,384.58
NH,2011,2,377.9
NH,2011,3,380.02
NH,2011,4,381.58
NH,2012,1,376.14
NH,2012,2,373.21
NH,2012,3,375.16
NH,2012,4,376.51
NH,2013,1,375.41
NH,2013,2,376.34
NH,2013,3,380.55
NH,2013,4,380.93
NH,2014,1,384.57
NH,2014,2,387.42
NH,2014,3,393.57
NH,2014,4,395.19
NH,2015,1,398.5
NH,2015,2,404.54
NH,2015,3,409.92
NH,2015,4,410.37
NH,2016,1,413.88
NH,2016,2,419.65
NH,2016,3,426.81
NH,2016,4,429.63
NH,2017,1,432.6
NH,2017,2,442.86
NH,2017,3,450.66
NH,2017,4,454.64
NH,2018,1,462.67
NH,2018,2,471.54
NH,2018,3,478.47
NH,2018,4,480.76
NH,2019,1,485.62
NH,2019,2,495.5
NH,2019,3,502.55
NH,2019,4,507.84
NH,2020,1,515.91
NH,2020,2,521.84
NJ,1975,1,64.11
NJ,1975,2,59.72
NJ,1975,3,60.09
NJ,1975,4,62.82
NJ,1976,1,62.27
NJ,1976,2,63.83
NJ,1976,3,66.09
NJ,1976,4,62.12
NJ,1977,1,65.27
NJ,1977,2,65.83
NJ,1977,3,67.52
NJ,1977,4,69.41
NJ,1978,1,71.29
NJ,1978,2,73.28
NJ,1978,3,76.27
NJ,1978,4,79.45
NJ,1979,1,84.87
NJ,1979,2,87.17
NJ,1979,3,91.8
NJ,1979,4,94.41
NJ,1980,1,100
NJ,1980,2,101.58
NJ,1980,3,100.86
NJ,1980,4,103.86
NJ,1981,1,104.29
NJ,1981,2,105.77
NJ,1981,3,107.57
NJ,1981,4,107.65
NJ,1982,1,111.06
NJ,1982,2,112.2
NJ,1982,3,111.41
NJ,1982,4,109.31
NJ,1983,1,110.14
NJ,1983,2,113.87
NJ,1983,3,117.7
NJ,1983,4,120.86
NJ,1984,1,124.03
NJ,1984,2,130.2
NJ,1984,3,135.06
NJ,1984,4,138.36
NJ,1985,1,142.33
NJ,1985,2,148.66
NJ,1985,3,155.1
NJ,1985,4,161.95
NJ,1986,1,168.04
NJ,1986,2,178.17
NJ,1986,3,189.35
NJ,1986,4,199.26
NJ,1987,1,210.27
NJ,1987,2,221.4
NJ,1987,3,230.1
NJ,1987,4,235.29
NJ,1988,1,240.4
NJ,1988,2,246.61
NJ,1988,3,247.27
NJ,1988,4,246.52
NJ,1989,1,245.91
NJ,1989,2,245.5
NJ,1989,3,246.74
NJ,1989,4,247.48
NJ,1990,1,244.46
NJ,1990,2,239.25
NJ,1990,3,236.02
NJ,1990,4,232.05
NJ,1991,1,230.95
NJ,1991,2,229.28
NJ,1991,3,228
NJ,1991,4,230.67
NJ,1992,1,232.48
NJ,1992,2,230.57
NJ,1992,3,232.4
NJ,1992,4,233.79
NJ,1993,1,233.66
NJ,1993,2,235.31
NJ,1993,3,235.83
NJ,1993,4,237.35
NJ,1994,1,237.95
NJ,1994,2,235.91
NJ,1994,3,233.66
NJ,1994,4,230.86
NJ,1995,1,230.71
NJ,1995,2,233.26
NJ,1995,3,237.28
NJ,1995,4,237.84
NJ,1996,1,240.97
NJ,1996,2,239.04
NJ,1996,3,238.57
NJ,1996,4,238.43
NJ,1997,1,240.27
NJ,1997,2,241.13
NJ,1997,3,243.97
NJ,1997,4,246.37
NJ,1998,1,250.83
NJ,1998,2,251.75
NJ,1998,3,254.36
NJ,1998,4,256.25
NJ,1999,1,259.35
NJ,1999,2,262.96
NJ,1999,3,269.51
NJ,1999,4,272.33
NJ,2000,1,279.42
NJ,2000,2,286.2
NJ,2000,3,294.6
NJ,2000,4,299.06
NJ,2001,1,305.83
NJ,2001,2,314.49
NJ,2001,3,323.6
NJ,2001,4,330.01
NJ,2002,1,339.56
NJ,2002,2,352.2
NJ,2002,3,363.92
NJ,2002,4,372.32
NJ,2003,1,379.2
NJ,2003,2,385.84
NJ,2003,3,397.54
NJ,2003,4,417.71
NJ,2004,1,426.33
NJ,2004,2,439.79
NJ,2004,3,469.29
NJ,2004,4,481.24
NJ,2005,1,495.58
NJ,2005,2,517.18
NJ,2005,3,536.95
NJ,2005,4,553.21
NJ,2006,1,563.82
NJ,2006,2,570.25
NJ,2006,3,573.75
NJ,2006,4,576.59
NJ,2007,1,577.39
NJ,2007,2,573.69
NJ,2007,3,566.74
NJ,2007,4,564.25
NJ,2008,1,560.59
NJ,2008,2,544.54
NJ,2008,3,528.81
NJ,2008,4,523.34
NJ,2009,1,521.81
NJ,2009,2,504.99
NJ,2009,3,492.02
NJ,2009,4,488.31
NJ,2010,1,485.54
NJ,2010,2,481.9
NJ,2010,3,485.13
NJ,2010,4,484.09
NJ,2011,1,472.63
NJ,2011,2,463.2
NJ,2011,3,461.63
NJ,2011,4,461.85
NJ,2012,1,455.51
NJ,2012,2,449.38
NJ,2012,3,451.71
NJ,2012,4,452.67
NJ,2013,1,452.79
NJ,2013,2,453.46
NJ,2013,3,454.23
NJ,2013,4,455.8
NJ,2014,1,458.62
NJ,2014,2,463.27
NJ,2014,3,467.44
NJ,2014,4,469.51
NJ,2015,1,473.13
NJ,2015,2,476.83
NJ,2015,3,478.38
NJ,2015,4,479.61
NJ,2016,1,482.79
NJ,2016,2,488.12
NJ,2016,3,492.29
NJ,2016,4,495.15
NJ,2017,1,491.64
NJ,2017,2,499.58
NJ,2017,3,506.05
NJ,2017,4,509.51
NJ,2018,1,513.22
NJ,2018,2,517.38
NJ,2018,3,521.88
NJ,2018,4,522.95
NJ,2019,1,527.54
NJ,2019,2,535.32
NJ,2019,3,543.83
NJ,2019,4,547.69
NJ,2020,1,551.38
NJ,2020,2,554.59
NM,1975,1,56.9
NM,1975,2,58.72
NM,1975,3,59.39
NM,1975,4,55.79
NM,1976,1,59.84
NM,1976,2,61.61
NM,1976,3,63.49
NM,1976,4,65.67
NM,1977,1,69.89
NM,1977,2,70.14
NM,1977,3,73.16
NM,1977,4,75.83
NM,1978,1,77
NM,1978,2,78.02
NM,1978,3,81.1
NM,1978,4,84.05
NM,1979,1,89.11
NM,1979,2,91.85
NM,1979,3,93.86
NM,1979,4,95.76
NM,1980,1,100
NM,1980,2,97.76
NM,1980,3,99.05
NM,1980,4,105.03
NM,1981,1,101.11
NM,1981,2,111.19
NM,1981,3,114.15
NM,1981,4,118.06
NM,1982,1,121.33
NM,1982,2,125.12
NM,1982,3,130.06
NM,1982,4,124.21
NM,1983,1,130.75
NM,1983,2,122.43
NM,1983,3,123.48
NM,1983,4,125.71
NM,1984,1,124.65
NM,1984,2,121.92
NM,1984,3,126.35
NM,1984,4,127.65
NM,1985,1,126.24
NM,1985,2,126.37
NM,1985,3,128.46
NM,1985,4,128.55
NM,1986,1,130.32
NM,1986,2,133.04
NM,1986,3,132.24
NM,1986,4,133.28
NM,1987,1,134.85
NM,1987,2,133.73
NM,1987,3,132.23
NM,1987,4,131.2
NM,1988,1,130.89
NM,1988,2,130.32
NM,1988,3,131.54
NM,1988,4,129.94
NM,1989,1,130.58
NM,1989,2,131.14
NM,1989,3,133.29
NM,1989,4,135.16
NM,1990,1,132.59
NM,1990,2,133.26
NM,1990,3,134.59
NM,1990,4,135.12
NM,1991,1,135.96
NM,1991,2,137.46
NM,1991,3,138.23
NM,1991,4,140.32
NM,1992,1,143.94
NM,1992,2,144.64
NM,1992,3,145.61
NM,1992,4,147.84
NM,1993,1,149.63
NM,1993,2,153.43
NM,1993,3,156.36
NM,1993,4,159.06
NM,1994,1,163.93
NM,1994,2,169.2
NM,1994,3,172.86
NM,1994,4,175.34
NM,1995,1,176.73
NM,1995,2,181.21
NM,1995,3,184.59
NM,1995,4,186.02
NM,1996,1,187.22
NM,1996,2,186.96
NM,1996,3,186.41
NM,1996,4,187.54
NM,1997,1,188.78
NM,1997,2,189.83
NM,1997,3,190.79
NM,1997,4,193.02
NM,1998,1,194.21
NM,1998,2,193.84
NM,1998,3,195.51
NM,1998,4,197.52
NM,1999,1,197.8
NM,1999,2,197.48
NM,1999,3,197.01
NM,1999,4,197.92
NM,2000,1,198.32
NM,2000,2,198.97
NM,2000,3,200.19
NM,2000,4,201.39
NM,2001,1,206.12
NM,2001,2,207.74
NM,2001,3,209.01
NM,2001,4,210.55
NM,2002,1,211.61
NM,2002,2,214.51
NM,2002,3,217.8
NM,2002,4,219.7
NM,2003,1,222.42
NM,2003,2,224.97
NM,2003,3,227.68
NM,2003,4,232.6
NM,2004,1,235.12
NM,2004,2,240.39
NM,2004,3,246.46
NM,2004,4,251.44
NM,2005,1,256.6
NM,2005,2,267.98
NM,2005,3,278.21
NM,2005,4,286.61
NM,2006,1,294.91
NM,2006,2,305.58
NM,2006,3,313.24
NM,2006,4,320.37
NM,2007,1,325.38
NM,2007,2,327.94
NM,2007,3,328.83
NM,2007,4,329.96
NM,2008,1,331.31
NM,2008,2,326.73
NM,2008,3,319.13
NM,2008,4,318.29
NM,2009,1,321.16
NM,2009,2,312.19
NM,2009,3,306.02
NM,2009,4,303.18
NM,2010,1,302.77
NM,2010,2,297.54
NM,2010,3,299.19
NM,2010,4,296.52
NM,2011,1,288.56
NM,2011,2,283.03
NM,2011,3,284.26
NM,2011,4,285.46
NM,2012,1,280.73
NM,2012,2,278.59
NM,2012,3,280.46
NM,2012,4,281.31
NM,2013,1,282.35
NM,2013,2,282.51
NM,2013,3,282.23
NM,2013,4,283.33
NM,2014,1,282.2
NM,2014,2,283.95
NM,2014,3,286.71
NM,2014,4,287.39
NM,2015,1,288.56
NM,2015,2,290.01
NM,2015,3,293.36
NM,2015,4,292.32
NM,2016,1,294.48
NM,2016,2,298.64
NM,2016,3,301
NM,2016,4,305.1
NM,2017,1,304.49
NM,2017,2,306.91
NM,2017,3,313.89
NM,2017,4,314.59
NM,2018,1,314.61
NM,2018,2,321.13
NM,2018,3,324.23
NM,2018,4,326.73
NM,2019,1,329.21
NM,2019,2,337.46
NM,2019,3,343.39
NM,2019,4,347.24
NM,2020,1,352.07
NM,2020,2,355.59
